,date,game_key,이승현,김현우,김대우,심창민,임현준,황수범,안성무,윤대경,안규현,이수민,구준범,이케빈,최충연,김승현,임대한,최지광,레나도,페트릭,장지훈,김시현,신용운,우규민,윤성환,박근홍,장원삼,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
57,2017-06-08,20170608SSOB0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 7.043478260869565, 1.5652173913043477, 8.0, 1.277777777777778]","[0, 0, 14.062500000000002, 2.25, 0.6666666666666666, 1.4545454545454546]","[0, 1, 6.067415730337078, 1.3146067415730336, 3.6666666666666665, 1.141025641025641]","[0, 1, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 0, 0.0, 2.0, 1, 1.0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.797752808988765, 1.7865168539325842, 1.6666666666666667, 3.7083333333333335]","[0, 0, 6.031914893617021, 1.9148936170212767, 1.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 3.4838709677419355, 1.5483870967741935, 0.5555555555555556, 5.166666666666667]","[0, 0, 5.0163934426229515, 1.459016393442623, 1.6818181818181819, 6.1]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.1756756756756757, 5.0, 5.481481481481482]","[0, 0, 3.502702702702703, 1.2162162162162162, 2.875, 6.166666666666666]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 6.988235294117648, 1.8705882352941177, 2.5, 2.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4835164835164836, 2.230769230769231, 1.6851851851851851]","[0, 0, 5.625, 1.75, 2.6666666666666665, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.55, 0.16666666666666666, 1.6666666666666667]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
58,2017-06-09,20170609SSHH0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 7.043478260869565, 1.5652173913043477, 8.0, 1.277777777777778]","[0, 0, 14.062500000000002, 2.25, 0.6666666666666666, 1.4545454545454546]","[0, 0, 6.067415730337078, 1.3146067415730336, 3.6666666666666665, 1.141025641025641]","[0, 0, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.904255319148936, 1.819148936170213, 1.588235294117647, 3.4814814814814814]","[0, 0, 6.031914893617021, 1.9148936170212767, 1.0, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 3.4838709677419355, 1.5483870967741935, 0.5555555555555556, 5.166666666666667]","[0, 0, 5.0163934426229515, 1.459016393442623, 1.6818181818181819, 6.1]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.1756756756756757, 5.0, 5.481481481481482]","[0, 0, 3.502702702702703, 1.2162162162162162, 2.875, 6.166666666666666]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 6.988235294117648, 1.8705882352941177, 2.5, 2.5757575757575757]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 1, 5.126582278481013, 1.6708860759493671, 2.5, 1.3859649122807016]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.55, 0.16666666666666666, 1.6666666666666667]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
59,2017-06-10,20170610SSHH0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 1, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 14.062500000000002, 2.25, 0.6666666666666666, 1.4545454545454546]","[0, 0, 6.067415730337078, 1.3146067415730336, 3.6666666666666665, 1.141025641025641]","[0, 0, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.904255319148936, 1.819148936170213, 1.588235294117647, 3.4814814814814814]","[0, 1, 5.90625, 1.9375, 1.037037037037037, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 3.4838709677419355, 1.5483870967741935, 0.5555555555555556, 5.166666666666667]","[1, 0, 4.835820895522388, 1.492537313432836, 1.5769230769230769, 6.090909090909091]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.1756756756756757, 5.0, 5.481481481481482]","[0, 0, 3.502702702702703, 1.2162162162162162, 2.875, 6.166666666666666]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 6.988235294117648, 1.8705882352941177, 2.5, 2.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 0, 5.126582278481013, 1.6708860759493671, 2.5, 1.3859649122807016]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 2.307692307692308, 0.3333333333333333, 1.7333333333333332]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
60,2017-06-11,20170611SSHH0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 14.062500000000002, 2.25, 0.6666666666666666, 1.4545454545454546]","[0, 1, 5.968421052631578, 1.2947368421052632, 3.357142857142857, 1.1728395061728396]","[0, 0, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.904255319148936, 1.819148936170213, 1.588235294117647, 3.4814814814814814]","[0, 0, 5.90625, 1.9375, 1.037037037037037, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[1, 0, 4.695652173913043, 1.6304347826086956, 0.8333333333333334, 5.111111111111112]","[0, 0, 4.835820895522388, 1.492537313432836, 1.5769230769230769, 6.090909090909091]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.1756756756756757, 5.0, 5.481481481481482]","[0, 0, 3.502702702702703, 1.2162162162162162, 2.875, 6.166666666666666]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 6.906976744186046, 1.9186046511627906, 2.272727272727273, 2.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 1, 4.939024390243902, 1.6097560975609757, 2.5, 1.3666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.307692307692308, 0.3333333333333333, 1.7333333333333332]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
61,2017-06-13,20170613KTSS0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 14.062500000000002, 2.25, 0.6666666666666666, 1.4545454545454546]","[0, 0, 5.968421052631578, 1.2947368421052632, 3.357142857142857, 1.1728395061728396]","[0, 0, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.37, 1.7699999999999998, 1.7058823529411764, 3.3333333333333335]","[0, 0, 5.90625, 1.9375, 1.037037037037037, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 4.695652173913043, 1.6304347826086956, 0.8333333333333334, 5.111111111111112]","[0, 0, 4.835820895522388, 1.492537313432836, 1.5769230769230769, 6.090909090909091]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.1756756756756757, 5.0, 5.481481481481482]","[1, 0, 4.522842639593908, 1.3248730964467004, 2.6666666666666665, 5.96969696969697]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 6.75, 1.875, 2.272727272727273, 2.2564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 1, 4.709302325581396, 1.6046511627906976, 2.5, 1.3650793650793651]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.307692307692308, 0.3333333333333333, 1.7333333333333332]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
62,2017-06-14,20170614KTSS0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 14.062500000000002, 2.25, 0.6666666666666666, 1.4545454545454546]","[0, 0, 5.968421052631578, 1.2947368421052632, 3.357142857142857, 1.1728395061728396]","[0, 0, 0.0, 3.0, 0.3333333333333333, 0.5]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.37, 1.7699999999999998, 1.7058823529411764, 3.3333333333333335]","[0, 1, 5.785714285714286, 1.8979591836734695, 1.0740740740740742, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 4.695652173913043, 1.6304347826086956, 0.8333333333333334, 5.111111111111112]","[0, 0, 4.835820895522388, 1.492537313432836, 1.5769230769230769, 6.090909090909091]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.725, 1.275, 4.888888888888889, 5.333333333333334]","[0, 0, 4.522842639593908, 1.3248730964467004, 2.6666666666666665, 5.96969696969697]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 6.674157303370786, 1.8539325842696628, 2.3636363636363638, 2.119047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 0, 4.709302325581396, 1.6046511627906976, 2.5, 1.3650793650793651]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.5588235294117645, 2.1176470588235294, 0.2857142857142857, 1.888888888888889]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
63,2017-06-15,20170615KTSS0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[1, 0, 13.0, 2.1666666666666665, 0.8461538461538461, 1.5]","[0, 1, 5.6138613861386135, 1.2772277227722773, 3.0, 1.2023809523809523]","[0, 1, 0.0, 0.8571428571428571, 0.3333333333333333, 1.5555555555555556]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.048076923076923, 1.7884615384615385, 1.6666666666666667, 3.1515151515151514]","[0, 0, 5.785714285714286, 1.8979591836734695, 1.0740740740740742, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 4.695652173913043, 1.6304347826086956, 0.8333333333333334, 5.111111111111112]","[0, 0, 4.835820895522388, 1.492537313432836, 1.5769230769230769, 6.090909090909091]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.275, 4.888888888888889, 5.333333333333334]","[0, 0, 4.522842639593908, 1.3248730964467004, 2.6666666666666665, 5.96969696969697]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 6.674157303370786, 1.8539325842696628, 2.3636363636363638, 2.119047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 1, 4.5, 1.5666666666666667, 2.4545454545454546, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 2.1176470588235294, 0.2857142857142857, 1.888888888888889]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
64,2017-06-16,20170616SKSS0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 13.0, 2.1666666666666665, 0.8461538461538461, 1.5]","[0, 0, 5.6138613861386135, 1.2772277227722773, 3.0, 1.2023809523809523]","[0, 0, 0.0, 0.8571428571428571, 0.3333333333333333, 1.5555555555555556]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.048076923076923, 1.7884615384615385, 1.6666666666666667, 3.1515151515151514]","[0, 1, 6.061224489795919, 1.959183673469388, 1.0740740740740742, 1.1264367816091954]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 4.695652173913043, 1.6304347826086956, 0.8333333333333334, 5.111111111111112]","[1, 0, 5.221698113207547, 1.542452830188679, 1.4827586206896552, 5.888888888888889]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.275, 4.888888888888889, 5.333333333333334]","[0, 0, 4.522842639593908, 1.3248730964467004, 2.6666666666666665, 5.96969696969697]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 6.674157303370786, 1.8539325842696628, 2.3636363636363638, 2.119047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 0, 4.5, 1.5666666666666667, 2.4545454545454546, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 2.1176470588235294, 0.2857142857142857, 1.888888888888889]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
65,2017-06-17,20170617SKSS0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 13.0, 2.1666666666666665, 0.8461538461538461, 1.5]","[0, 0, 5.6138613861386135, 1.2772277227722773, 3.0, 1.2023809523809523]","[0, 1, 1.8, 1.0, 0.3333333333333333, 1.25]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.822429906542055, 1.8224299065420562, 1.6666666666666667, 2.972222222222222]","[0, 0, 6.061224489795919, 1.959183673469388, 1.0740740740740742, 1.1264367816091954]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[1, 0, 5.311475409836065, 1.7213114754098362, 0.8125, 5.083333333333333]","[0, 0, 5.221698113207547, 1.542452830188679, 1.4827586206896552, 5.888888888888889]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.275, 4.888888888888889, 5.333333333333334]","[0, 0, 4.522842639593908, 1.3248730964467004, 2.6666666666666665, 5.96969696969697]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 6.674157303370786, 1.8539325842696628, 2.3636363636363638, 2.119047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 0, 4.5, 1.5666666666666667, 2.4545454545454546, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 1.9459459459459458, 0.42857142857142855, 1.761904761904762]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
66,2017-06-18,20170618SKSS0,"[0, 0, 4.576271186440678, 1.7796610169491525, 1.1764705882352942, 1.0925925925925926]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 13.0, 2.1666666666666665, 0.8461538461538461, 1.5]","[0, 1, 5.349056603773585, 1.2735849056603772, 2.823529411764706, 1.2183908045977012]","[0, 0, 1.8, 1.0, 0.3333333333333333, 1.25]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.822429906542055, 1.8224299065420562, 1.6666666666666667, 2.972222222222222]","[0, 0, 6.061224489795919, 1.959183673469388, 1.0740740740740742, 1.1264367816091954]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 5.311475409836065, 1.7213114754098362, 0.8125, 5.083333333333333]","[0, 0, 5.221698113207547, 1.542452830188679, 1.4827586206896552, 5.888888888888889]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.275, 4.888888888888889, 5.333333333333334]","[1, 0, 4.144186046511628, 1.283720930232558, 2.736842105263158, 5.972222222222222]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 6.061224489795919, 1.7142857142857144, 2.5454545454545454, 2.1777777777777776]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 1, 4.354838709677419, 1.5161290322580645, 2.4545454545454546, 1.3478260869565217]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.9459459459459458, 0.42857142857142855, 1.761904761904762]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
67,2017-06-20,20170620SSLG0,"[0, 1, 4.790322580645162, 1.8870967741935483, 1.1111111111111112, 1.087719298245614]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 13.0, 2.1666666666666665, 0.8461538461538461, 1.5]","[0, 0, 5.349056603773585, 1.2735849056603772, 2.823529411764706, 1.2183908045977012]","[0, 0, 1.8, 1.0, 0.3333333333333333, 1.25]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.401785714285714, 1.9285714285714284, 1.631578947368421, 2.871794871794872]","[0, 0, 6.061224489795919, 1.959183673469388, 1.0740740740740742, 1.1264367816091954]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 5.311475409836065, 1.7213114754098362, 0.8125, 5.083333333333333]","[0, 0, 5.221698113207547, 1.542452830188679, 1.4827586206896552, 5.888888888888889]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.628571428571429, 1.3199999999999998, 4.363636363636363, 5.303030303030304]","[0, 0, 4.144186046511628, 1.283720930232558, 2.736842105263158, 5.972222222222222]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 6.061224489795919, 1.7448979591836735, 2.5454545454545454, 2.0416666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4134615384615385, 2.357142857142857, 1.8245614035087718]","[0, 0, 4.354838709677419, 1.5161290322580645, 2.4545454545454546, 1.3478260869565217]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.9459459459459458, 0.42857142857142855, 1.761904761904762]","[0, 0, 4.090909090909091, 1.0909090909090908, 3.6, 1.2222222222222223]"
