,date,game_key,이승현,김현우,김대우,심창민,임현준,황수범,안성무,윤대경,안규현,이수민,구준범,이케빈,최충연,김승현,임대한,최지광,레나도,페트릭,장지훈,김시현,신용운,우규민,윤성환,박근홍,장원삼,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
79,2017-07-04,20170704LTSS0,"[0, 0, 4.5, 1.9545454545454546, 1.05, 1.0476190476190477]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.321428571428571, 1.6785714285714286, 1.0666666666666667, 2.0]","[0, 1, 5.2682926829268295, 1.2682926829268293, 2.75, 1.1714285714285715]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.917293233082706, 1.7593984962406015, 1.5909090909090908, 2.607843137254902]","[0, 0, 5.60377358490566, 1.8962264150943395, 1.0740740740740742, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.2727272727272725, 1.8181818181818181, 0.7727272727272727, 4.714285714285714]","[0, 0, 4.909090909090909, 1.4703557312252966, 1.5454545454545454, 6.023809523809524]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.4081632653061225, 4.5, 5.0256410256410255]","[0, 0, 3.8571428571428568, 1.2162162162162162, 2.6363636363636362, 6.166666666666666]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.707317073170732, 1.6341463414634145, 3.1666666666666665, 1.8636363636363635]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.432835820895522, 1.5447761194029852, 2.111111111111111, 2.126984126984127]","[0, 1, 4.300884955752212, 1.4867256637168142, 3.5454545454545454, 1.3452380952380951]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 5.5588235294117645, 1.2352941176470587, 3.1666666666666665, 1.192982456140351]"
80,2017-07-05,20170705LTSS0,"[0, 0, 4.5, 1.9545454545454546, 1.05, 1.0476190476190477]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 1, 10.2, 1.8, 1.0666666666666667, 2.0]","[0, 1, 5.102362204724409, 1.2283464566929134, 2.9, 1.175925925925926]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.917293233082706, 1.7593984962406015, 1.5909090909090908, 2.607843137254902]","[0, 0, 5.60377358490566, 1.8962264150943395, 1.0740740740740742, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.2727272727272725, 1.8181818181818181, 0.7727272727272727, 4.714285714285714]","[1, 0, 6.254826254826255, 1.6447876447876448, 1.4166666666666667, 5.7555555555555555]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.4081632653061225, 4.5, 5.0256410256410255]","[0, 0, 3.8571428571428568, 1.2162162162162162, 2.6363636363636362, 6.166666666666666]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.661290322580645, 1.6209677419354838, 3.25, 1.7971014492753625]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.432835820895522, 1.5447761194029852, 2.111111111111111, 2.126984126984127]","[0, 1, 4.153846153846154, 1.5128205128205128, 3.4166666666666665, 1.3448275862068966]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 5.5588235294117645, 1.2352941176470587, 3.1666666666666665, 1.192982456140351]"
81,2017-07-06,20170706LTSS0,"[0, 0, 4.5, 1.9545454545454546, 1.05, 1.0476190476190477]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 1, 10.087912087912088, 1.7802197802197803, 1.0666666666666667, 1.8958333333333333]","[0, 0, 5.102362204724409, 1.2283464566929134, 2.9, 1.175925925925926]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.9411764705882355, 1.7647058823529411, 1.6363636363636365, 2.5185185185185186]","[0, 0, 5.60377358490566, 1.8962264150943395, 1.0740740740740742, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.2727272727272725, 1.8181818181818181, 0.7727272727272727, 4.714285714285714]","[0, 0, 6.254826254826255, 1.6447876447876448, 1.4166666666666667, 5.7555555555555555]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.4081632653061225, 4.5, 5.0256410256410255]","[1, 0, 4.138686131386861, 1.2372262773722629, 2.75, 6.088888888888889]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.661290322580645, 1.6209677419354838, 3.25, 1.7971014492753625]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.432835820895522, 1.5447761194029852, 2.111111111111111, 2.126984126984127]","[0, 0, 4.153846153846154, 1.5128205128205128, 3.4166666666666665, 1.3448275862068966]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 5.5588235294117645, 1.2352941176470587, 3.1666666666666665, 1.192982456140351]"
82,2017-07-07,20170707WOSS0,"[0, 1, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 10.087912087912088, 1.7802197802197803, 1.0666666666666667, 1.8958333333333333]","[0, 0, 5.102362204724409, 1.2283464566929134, 2.9, 1.175925925925926]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 1.7647058823529411, 1.6363636363636365, 2.5185185185185186]","[0, 0, 5.60377358490566, 1.8962264150943395, 1.0740740740740742, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.2727272727272725, 1.8181818181818181, 0.7727272727272727, 4.714285714285714]","[0, 0, 6.254826254826255, 1.6447876447876448, 1.4166666666666667, 5.7555555555555555]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.66822429906542, 1.3317757009345794, 4.833333333333333, 5.095238095238095]","[0, 0, 4.138686131386861, 1.2372262773722629, 2.75, 6.088888888888889]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.571428571428571, 1.619047619047619, 3.25, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.432835820895522, 1.5447761194029852, 2.111111111111111, 2.126984126984127]","[0, 0, 4.153846153846154, 1.5128205128205128, 3.4166666666666665, 1.3448275862068966]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 1, 7.225352112676056, 1.3943661971830985, 3.5, 1.1833333333333333]"
83,2017-07-08,20170708WOSS0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 1, 9.76595744680851, 1.723404255319149, 1.1333333333333333, 1.8431372549019607]","[0, 0, 5.102362204724409, 1.2283464566929134, 2.9, 1.175925925925926]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.605633802816902, 1.732394366197183, 1.6818181818181819, 2.491228070175439]","[0, 0, 5.60377358490566, 1.8962264150943395, 1.0740740740740742, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[1, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[0, 0, 6.254826254826255, 1.6447876447876448, 1.4166666666666667, 5.7555555555555555]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.3317757009345794, 4.833333333333333, 5.095238095238095]","[0, 0, 4.138686131386861, 1.2372262773722629, 2.75, 6.088888888888889]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.571428571428571, 1.619047619047619, 3.25, 1.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.432835820895522, 1.5447761194029852, 2.111111111111111, 2.126984126984127]","[0, 0, 4.153846153846154, 1.5128205128205128, 3.4166666666666665, 1.3448275862068966]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 7.225352112676056, 1.3943661971830985, 3.5, 1.1833333333333333]"
84,2017-07-09,20170709WOSS0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.76595744680851, 1.723404255319149, 1.1333333333333333, 1.8431372549019607]","[0, 1, 4.984615384615385, 1.2, 2.95, 1.1711711711711712]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.605633802816902, 1.732394366197183, 1.6818181818181819, 2.491228070175439]","[0, 0, 5.60377358490566, 1.8962264150943395, 1.0740740740740742, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[0, 0, 6.254826254826255, 1.6447876447876448, 1.4166666666666667, 5.7555555555555555]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.3317757009345794, 4.833333333333333, 5.095238095238095]","[0, 0, 4.138686131386861, 1.2372262773722629, 2.75, 6.088888888888889]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.571428571428571, 1.619047619047619, 3.25, 1.75]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0855263157894735, 1.4605263157894737, 2.263157894736842, 2.3030303030303028]","[0, 1, 4.5, 1.55, 3.1538461538461537, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 7.225352112676056, 1.3943661971830985, 3.5, 1.1833333333333333]"
85,2017-07-11,20170711SSKT0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 1, 9.264705882352942, 1.7058823529411764, 1.25, 1.8888888888888888]","[0, 1, 4.835820895522388, 1.2313432835820897, 2.772727272727273, 1.175438596491228]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.7346938775510203, 1.6521739130434783, 2.45]","[0, 0, 5.60377358490566, 1.8962264150943395, 1.0740740740740742, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[1, 0, 6.140794223826715, 1.6245487364620939, 1.4864864864864864, 5.770833333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.3317757009345794, 4.833333333333333, 5.095238095238095]","[0, 0, 4.138686131386861, 1.2372262773722629, 2.75, 6.088888888888889]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.8604651162790695, 1.6511627906976745, 3.25, 1.72]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0855263157894735, 1.4605263157894737, 2.263157894736842, 2.3030303030303028]","[0, 1, 4.354838709677419, 1.5241935483870968, 3.3076923076923075, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 7.225352112676056, 1.3943661971830985, 3.5, 1.1833333333333333]"
86,2017-07-12,20170712SSKT0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.264705882352942, 1.7058823529411764, 1.25, 1.8888888888888888]","[0, 0, 4.835820895522388, 1.2313432835820897, 2.772727272727273, 1.175438596491228]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7346938775510203, 1.6521739130434783, 2.45]","[0, 1, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[0, 0, 6.140794223826715, 1.6245487364620939, 1.4864864864864864, 5.770833333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.66822429906542, 1.3317757009345794, 4.833333333333333, 5.095238095238095]","[1, 0, 4.2534246575342465, 1.2328767123287672, 2.9166666666666665, 6.083333333333333]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.8604651162790695, 1.6511627906976745, 3.25, 1.72]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0855263157894735, 1.4605263157894737, 2.263157894736842, 2.3030303030303028]","[0, 0, 4.354838709677419, 1.5241935483870968, 3.3076923076923075, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 1, 6.9324324324324325, 1.3378378378378377, 3.5, 1.1746031746031746]"
87,2017-07-13,20170713SSKT0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.264705882352942, 1.7058823529411764, 1.25, 1.8888888888888888]","[0, 1, 4.764705882352941, 1.2573529411764706, 2.5833333333333335, 1.1623931623931625]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7346938775510203, 1.6521739130434783, 2.45]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[0, 0, 6.140794223826715, 1.6245487364620939, 1.4864864864864864, 5.770833333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.047826086956522, 1.3565217391304347, 4.916666666666667, 5.111111111111112]","[0, 0, 4.2534246575342465, 1.2328767123287672, 2.9166666666666665, 6.083333333333333]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.770992366412214, 1.6488549618320612, 3.25, 1.6794871794871793]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9473684210526314, 1.4035087719298245, 2.238095238095238, 2.4782608695652173]","[0, 1, 4.153846153846154, 1.4769230769230768, 3.4615384615384617, 1.3541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 6.9324324324324325, 1.3378378378378377, 3.5, 1.1746031746031746]"
88,2017-07-18,20170718SSLT0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 1, 9.174757281553399, 1.7184466019417475, 1.1764705882352942, 1.8070175438596492]","[0, 0, 4.764705882352941, 1.2573529411764706, 2.5833333333333335, 1.1623931623931625]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7346938775510203, 1.6521739130434783, 2.45]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[0, 0, 6.140794223826715, 1.6245487364620939, 1.4864864864864864, 5.770833333333333]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.047826086956522, 1.3565217391304347, 4.916666666666667, 5.111111111111112]","[0, 0, 4.2534246575342465, 1.2328767123287672, 2.9166666666666665, 6.083333333333333]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.770992366412214, 1.6488549618320612, 3.25, 1.6794871794871793]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.213872832369942, 1.4219653179190752, 2.238095238095238, 2.4027777777777777]","[0, 0, 4.153846153846154, 1.4769230769230768, 3.4615384615384617, 1.3541666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.641791044776119, 2.0149253731343286, 0.7272727272727273, 1.861111111111111]","[0, 0, 6.9324324324324325, 1.3378378378378377, 3.5, 1.1746031746031746]"
89,2017-07-19,20170719SSLT0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.174757281553399, 1.7184466019417475, 1.1764705882352942, 1.8070175438596492]","[0, 1, 4.856115107913669, 1.2517985611510791, 2.48, 1.1583333333333334]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.662162162162161, 1.7432432432432432, 1.6521739130434783, 2.3492063492063493]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[1, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.047826086956522, 1.3565217391304347, 4.916666666666667, 5.111111111111112]","[0, 0, 4.2534246575342465, 1.2328767123287672, 2.9166666666666665, 6.083333333333333]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.684210526315789, 1.669172932330827, 2.7857142857142856, 1.6419753086419755]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.213872832369942, 1.4219653179190752, 2.238095238095238, 2.4027777777777777]","[0, 1, 4.835820895522388, 1.6119402985074627, 2.875, 1.3535353535353534]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.641791044776119, 2.0149253731343286, 0.7272727272727273, 1.861111111111111]","[0, 0, 6.9324324324324325, 1.3378378378378377, 3.5, 1.1746031746031746]"
