,date,game_key,이승현,김현우,김대우,심창민,임현준,황수범,안성무,윤대경,안규현,이수민,구준범,이케빈,최충연,김승현,임대한,최지광,레나도,페트릭,장지훈,김시현,신용운,우규민,윤성환,박근홍,장원삼,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
90,2017-07-20,20170720SSLT0,"[0, 0, 4.304347826086956, 1.9130434782608696, 1.05, 1.0454545454545454]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.174757281553399, 1.7184466019417475, 1.1764705882352942, 1.8070175438596492]","[0, 1, 4.753521126760563, 1.2676056338028168, 2.423076923076923, 1.1544715447154472]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.662162162162161, 1.7432432432432432, 1.6521739130434783, 2.3492063492063493]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.250000000000001, 2.0, 0.8636363636363636, 4.5]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.047826086956522, 1.3565217391304347, 4.916666666666667, 5.111111111111112]","[1, 0, 4.054313099041534, 1.2076677316293931, 3.1666666666666665, 6.137254901960784]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.684210526315789, 1.6917293233082706, 2.7857142857142856, 1.5833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.213872832369942, 1.4219653179190752, 2.238095238095238, 2.4027777777777777]","[0, 1, 4.695652173913043, 1.565217391304348, 3.0, 1.3529411764705883]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.641791044776119, 2.0149253731343286, 0.7272727272727273, 1.861111111111111]","[0, 1, 6.662337662337662, 1.3246753246753247, 3.5, 1.1666666666666667]"
91,2017-07-21,20170721LGSS0,"[0, 1, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.174757281553399, 1.7184466019417475, 1.1764705882352942, 1.8070175438596492]","[0, 0, 4.753521126760563, 1.2676056338028168, 2.423076923076923, 1.1544715447154472]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 1.7532467532467533, 1.7916666666666667, 2.3333333333333335]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[1, 0, 7.081967213114755, 1.9426229508196722, 0.9583333333333334, 4.518518518518518]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.047826086956522, 1.3565217391304347, 4.916666666666667, 5.111111111111112]","[0, 0, 4.054313099041534, 1.2076677316293931, 3.1666666666666665, 6.137254901960784]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.684210526315789, 1.6917293233082706, 2.7857142857142856, 1.5833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.213872832369942, 1.4219653179190752, 2.238095238095238, 2.4027777777777777]","[0, 0, 4.695652173913043, 1.565217391304348, 3.0, 1.3529411764705883]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.641791044776119, 2.0149253731343286, 0.7272727272727273, 1.861111111111111]","[0, 0, 6.662337662337662, 1.3246753246753247, 3.5, 1.1666666666666667]"
92,2017-07-23,20170723LGSS0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[1, 0, 9.679245283018867, 1.7830188679245282, 1.0526315789473684, 1.7666666666666668]","[0, 1, 4.5608108108108105, 1.277027027027027, 2.2857142857142856, 1.1746031746031746]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.7532467532467533, 1.7916666666666667, 2.3333333333333335]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.081967213114755, 1.9426229508196722, 0.9583333333333334, 4.518518518518518]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.959183673469388, 1.346938775510204, 4.846153846153846, 5.104166666666667]","[0, 0, 4.054313099041534, 1.2076677316293931, 3.1666666666666665, 6.137254901960784]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.843283582089552, 1.7238805970149256, 2.6, 1.5402298850574712]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.213872832369942, 1.4219653179190752, 2.238095238095238, 2.4027777777777777]","[0, 1, 4.595744680851063, 1.5319148936170213, 3.0625, 1.3428571428571427]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.641791044776119, 2.0149253731343286, 0.7272727272727273, 1.861111111111111]","[0, 0, 6.662337662337662, 1.3246753246753247, 3.5, 1.1666666666666667]"
93,2017-07-25,20170725NCSS0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.679245283018867, 1.7830188679245282, 1.0526315789473684, 1.7666666666666668]","[0, 1, 4.649006622516556, 1.2715231788079469, 2.3214285714285716, 1.1705426356589148]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.7532467532467533, 1.7916666666666667, 2.3333333333333335]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.081967213114755, 1.9426229508196722, 0.9583333333333334, 4.518518518518518]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.346938775510204, 4.846153846153846, 5.104166666666667]","[0, 0, 4.054313099041534, 1.2076677316293931, 3.1666666666666665, 6.137254901960784]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.633093525179857, 1.683453237410072, 2.6, 1.5444444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.099476439790576, 1.3979057591623036, 2.391304347826087, 2.5466666666666664]","[0, 1, 4.5, 1.5, 3.1875, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.641791044776119, 2.0149253731343286, 0.7272727272727273, 1.861111111111111]","[0, 0, 6.662337662337662, 1.3246753246753247, 3.5, 1.1666666666666667]"
94,2017-07-26,20170726NCSS0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.679245283018867, 1.7830188679245282, 1.0526315789473684, 1.7666666666666668]","[0, 1, 4.618421052631579, 1.2828947368421053, 2.3214285714285716, 1.1515151515151514]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.598802395209581, 1.7604790419161678, 1.7407407407407407, 2.420289855072464]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 7.081967213114755, 1.9426229508196722, 0.9583333333333334, 4.518518518518518]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.346938775510204, 4.846153846153846, 5.104166666666667]","[1, 0, 4.078549848942598, 1.2145015105740182, 3.28, 6.12962962962963]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.633093525179857, 1.683453237410072, 2.6, 1.5444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.099476439790576, 1.3979057591623036, 2.391304347826087, 2.5466666666666664]","[0, 0, 4.5, 1.5, 3.1875, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.641791044776119, 2.0149253731343286, 0.7272727272727273, 1.861111111111111]","[0, 0, 6.662337662337662, 1.3246753246753247, 3.5, 1.1666666666666667]"
95,2017-07-27,20170727NCSS0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.679245283018867, 1.7830188679245282, 1.0526315789473684, 1.7666666666666668]","[0, 0, 4.618421052631579, 1.2828947368421053, 2.3214285714285716, 1.1515151515151514]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.598802395209581, 1.7604790419161678, 1.7407407407407407, 2.420289855072464]","[0, 0, 5.75, 1.9444444444444444, 1.0714285714285714, 1.125]","[0, 1, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[1, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.346938775510204, 4.846153846153846, 5.104166666666667]","[0, 0, 4.078549848942598, 1.2145015105740182, 3.28, 6.12962962962963]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.633093525179857, 1.683453237410072, 2.6, 1.5444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.099476439790576, 1.3979057591623036, 2.391304347826087, 2.5466666666666664]","[0, 0, 4.5, 1.5, 3.1875, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.9714285714285715, 0.6666666666666666, 1.7948717948717947]","[0, 1, 6.035294117647059, 1.2352941176470589, 3.4285714285714284, 1.2318840579710144]"
96,2017-07-28,20170728SSWO0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 1, 9.391304347826086, 1.7999999999999998, 1.0, 1.8253968253968256]","[0, 0, 4.618421052631579, 1.2828947368421053, 2.3214285714285716, 1.1515151515151514]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[1, 0, 7.363636363636363, 2.181818181818182, 0.25, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.598802395209581, 1.7604790419161678, 1.7407407407407407, 2.420289855072464]","[0, 1, 6.081081081081082, 1.945945945945946, 1.1428571428571428, 1.121212121212121]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.346938775510204, 4.846153846153846, 5.104166666666667]","[0, 0, 4.078549848942598, 1.2145015105740182, 3.28, 6.12962962962963]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.633093525179857, 1.683453237410072, 2.6, 1.5444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.099476439790576, 1.3979057591623036, 2.391304347826087, 2.5466666666666664]","[0, 0, 4.5, 1.5, 3.1875, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.9714285714285715, 0.6666666666666666, 1.7948717948717947]","[0, 0, 6.035294117647059, 1.2352941176470589, 3.4285714285714284, 1.2318840579710144]"
97,2017-07-29,20170729SSWO0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.391304347826086, 1.7999999999999998, 1.0, 1.8253968253968256]","[0, 0, 4.618421052631579, 1.2828947368421053, 2.3214285714285716, 1.1515151515151514]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 7.363636363636363, 2.181818181818182, 0.25, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.598802395209581, 1.7604790419161678, 1.7407407407407407, 2.420289855072464]","[0, 1, 5.921052631578947, 1.9210526315789473, 1.1428571428571428, 1.1176470588235294]","[0, 1, 13.5, 2.5, 1.0, 2.0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.821428571428571, 1.3214285714285714, 5.076923076923077, 4.9411764705882355]","[0, 0, 4.078549848942598, 1.2145015105740182, 3.28, 6.12962962962963]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.633093525179857, 1.683453237410072, 2.6, 1.5444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.099476439790576, 1.3979057591623036, 2.391304347826087, 2.5466666666666664]","[0, 0, 4.5, 1.5, 3.1875, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.973684210526316, 1.8947368421052633, 0.7692307692307693, 1.8095238095238095]","[0, 0, 6.035294117647059, 1.2352941176470589, 3.4285714285714284, 1.2318840579710144]"
98,2017-07-30,20170730SSWO0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.391304347826086, 1.7999999999999998, 1.0, 1.8253968253968256]","[0, 0, 4.618421052631579, 1.2828947368421053, 2.3214285714285716, 1.1515151515151514]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 7.363636363636363, 2.181818181818182, 0.25, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.668639053254438, 1.7928994082840235, 1.6206896551724137, 2.3472222222222223]","[0, 0, 5.921052631578947, 1.9210526315789473, 1.1428571428571428, 1.1176470588235294]","[0, 0, 13.5, 2.5, 1.0, 2.0]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3214285714285714, 5.076923076923077, 4.9411764705882355]","[0, 0, 4.078549848942598, 1.2145015105740182, 3.28, 6.12962962962963]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.592857142857143, 1.6928571428571428, 2.6, 1.5053763440860215]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.820754716981132, 1.3301886792452828, 2.625, 2.717948717948718]","[0, 1, 4.378378378378379, 1.4797297297297296, 3.1176470588235294, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.8947368421052633, 0.7692307692307693, 1.8095238095238095]","[0, 1, 5.457446808510638, 1.148936170212766, 4.0, 1.3055555555555556]"
99,2017-08-01,20170801OBSS0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.391304347826086, 1.7999999999999998, 1.0, 1.8253968253968256]","[0, 0, 4.618421052631579, 1.2828947368421053, 2.3214285714285716, 1.1515151515151514]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 7.363636363636363, 2.181818181818182, 0.25, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.668639053254438, 1.7928994082840235, 1.6206896551724137, 2.3472222222222223]","[0, 0, 5.921052631578947, 1.9210526315789473, 1.1428571428571428, 1.1176470588235294]","[0, 1, 16.2, 3.0, 0.5, 1.6666666666666667]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3214285714285714, 5.076923076923077, 4.9411764705882355]","[1, 0, 3.835227272727273, 1.1931818181818181, 3.3846153846153846, 6.175438596491228]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 0, 5.592857142857143, 1.6928571428571428, 2.6, 1.5053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.625, 2.717948717948718]","[0, 0, 4.378378378378379, 1.4797297297297296, 3.1176470588235294, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.9230769230769225, 2.0384615384615383, 0.6875, 1.7333333333333334]","[0, 1, 5.288659793814433, 1.1443298969072164, 4.142857142857143, 1.2933333333333334]"
100,2017-08-02,20170802OBSS0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.391304347826086, 1.7999999999999998, 1.0, 1.8253968253968256]","[0, 1, 4.5, 1.2692307692307692, 2.310344827586207, 1.1555555555555554]","[0, 0, 5.1923076923076925, 1.2692307692307694, 0.75, 1.0833333333333333]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 7.363636363636363, 2.181818181818182, 0.25, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.224137931034484, 1.8448275862068966, 1.6333333333333333, 2.32]","[0, 1, 5.769230769230769, 1.8717948717948718, 1.1785714285714286, 1.1142857142857143]","[0, 0, 16.2, 3.0, 0.5, 1.6666666666666667]","[0, 0, 7.9772727272727275, 2.25, 1.0, 2.444444444444444]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.917808219178082, 1.6232876712328768, 1.5789473684210527, 5.7254901960784315]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.125, 2.25, 1.5, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.3214285714285714, 5.076923076923077, 4.9411764705882355]","[0, 0, 3.835227272727273, 1.1931818181818181, 3.3846153846153846, 6.175438596491228]","[0, 0, 3.6, 1.4, 1.0, 0.7142857142857143]","[0, 1, 5.475524475524475, 1.6993006993006994, 2.6666666666666665, 1.4895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.625, 2.717948717948718]","[0, 0, 4.378378378378379, 1.4797297297297296, 3.1176470588235294, 1.3333333333333335]","[1, 0, 63.00000000000001, 8.0, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.9230769230769225, 2.0384615384615383, 0.6875, 1.7333333333333334]","[0, 0, 5.288659793814433, 1.1443298969072164, 4.142857142857143, 1.2933333333333334]"
