,date,game_key,이승현,김현우,김대우,심창민,임현준,황수범,안성무,윤대경,안규현,이수민,구준범,이케빈,최충연,김승현,임대한,최지광,레나도,페트릭,장지훈,김시현,신용운,우규민,윤성환,박근홍,장원삼,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
122,2017-08-31,20170831SSSK0,"[0, 0, 4.378378378378379, 1.9459459459459458, 1.0, 1.0724637681159421]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 1, 4.645161290322581, 1.2419354838709677, 2.774193548387097, 1.1272727272727272]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 7.59375, 2.0625, 2.0, 2.6666666666666665]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.486363636363636, 1.8136363636363637, 1.6923076923076923, 2.095238095238095]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.688679245283019, 1.6132075471698113, 1.5476190476190477, 5.578947368421052]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.636363636363637, 2.3636363636363638, 0.8571428571428571, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.778761061946903, 1.336283185840708, 4.833333333333333, 5.136363636363637]","[1, 0, 4.21875, 1.2388392857142856, 3.6666666666666665, 6.222222222222222]","[0, 1, 4.821428571428571, 1.1785714285714286, 1.5, 0.8484848484848485]","[0, 0, 5.90625, 1.7062499999999998, 2.933333333333333, 1.3008130081300813]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.116591928251121, 1.399103139013453, 2.68, 2.753086419753086]","[0, 0, 4.418181818181818, 1.4363636363636363, 3.263157894736842, 1.2790697674418605]","[0, 0, 11.739130434782608, 2.217391304347826, 1.3333333333333333, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 1, 5.518248175182482, 1.2919708029197081, 4.090909090909091, 1.2685185185185184]"
123,2017-09-01,20170901SSSK0,"[0, 1, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 1, 4.620320855614973, 1.267379679144385, 2.6875, 1.1130952380952381]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 7.59375, 2.0625, 2.0, 2.6666666666666665]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.486363636363636, 1.8136363636363637, 1.6923076923076923, 2.095238095238095]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[1, 0, 5.6083086053412465, 1.6201780415430267, 1.5777777777777777, 5.616666666666666]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.636363636363637, 2.3636363636363638, 0.8571428571428571, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.778761061946903, 1.336283185840708, 4.833333333333333, 5.136363636363637]","[0, 0, 4.21875, 1.2388392857142856, 3.6666666666666665, 6.222222222222222]","[0, 0, 4.821428571428571, 1.1785714285714286, 1.5, 0.8484848484848485]","[0, 1, 5.785714285714286, 1.6785714285714286, 2.8125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.084033613445378, 1.411764705882353, 2.6666666666666665, 2.833333333333333]","[0, 0, 4.418181818181818, 1.4363636363636363, 3.263157894736842, 1.2790697674418605]","[0, 0, 11.739130434782608, 2.217391304347826, 1.3333333333333333, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 1, 5.438848920863309, 1.2733812949640286, 4.181818181818182, 1.2522522522522523]"
124,2017-09-02,20170902SSOB0,"[0, 0, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 0, 4.620320855614973, 1.267379679144385, 2.6875, 1.1130952380952381]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[1, 0, 9.878048780487804, 2.1951219512195124, 1.3333333333333333, 2.7333333333333334]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.486363636363636, 1.8136363636363637, 1.6923076923076923, 2.095238095238095]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.6083086053412465, 1.6201780415430267, 1.5777777777777777, 5.616666666666666]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.636363636363637, 2.3636363636363638, 0.8571428571428571, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.778761061946903, 1.336283185840708, 4.833333333333333, 5.136363636363637]","[0, 0, 4.21875, 1.2388392857142856, 3.6666666666666665, 6.222222222222222]","[0, 0, 4.821428571428571, 1.1785714285714286, 1.5, 0.8484848484848485]","[0, 0, 5.785714285714286, 1.6785714285714286, 2.8125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.084033613445378, 1.4495798319327733, 2.4827586206896552, 2.735632183908046]","[0, 1, 4.339285714285714, 1.4285714285714286, 3.2, 1.2727272727272727]","[0, 0, 11.739130434782608, 2.217391304347826, 1.3333333333333333, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 0, 5.438848920863309, 1.2733812949640286, 4.181818181818182, 1.2522522522522523]"
125,2017-09-03,20170903SSOB0,"[0, 0, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 0, 4.620320855614973, 1.267379679144385, 2.6875, 1.1130952380952381]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 9.878048780487804, 2.1951219512195124, 1.3333333333333333, 2.7333333333333334]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5600000000000005, 1.84, 1.675, 2.0833333333333335]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.6083086053412465, 1.6201780415430267, 1.5777777777777777, 5.616666666666666]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 1, 10.028571428571428, 2.4857142857142858, 0.6, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.215909090909091, 1.372159090909091, 4.7368421052631575, 5.101449275362318]","[0, 0, 4.21875, 1.2388392857142856, 3.6666666666666665, 6.222222222222222]","[0, 1, 4.655172413793104, 1.2413793103448276, 1.5, 0.8055555555555555]","[0, 0, 5.785714285714286, 1.6785714285714286, 2.8125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.084033613445378, 1.4495798319327733, 2.4827586206896552, 2.735632183908046]","[0, 0, 4.339285714285714, 1.4285714285714286, 3.2, 1.2727272727272727]","[0, 0, 11.739130434782608, 2.217391304347826, 1.3333333333333333, 3.066666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 0, 5.438848920863309, 1.2733812949640286, 4.181818181818182, 1.2522522522522523]"
126,2017-09-05,20170905NCSS0,"[0, 0, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 1, 4.523560209424084, 1.2722513089005236, 2.5588235294117645, 1.1169590643274854]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 9.878048780487804, 2.1951219512195124, 1.3333333333333333, 2.7333333333333334]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.84, 1.675, 2.0833333333333335]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.6083086053412465, 1.6201780415430267, 1.5777777777777777, 5.616666666666666]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.028571428571428, 2.4857142857142858, 0.6, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.372159090909091, 4.7368421052631575, 5.101449275362318]","[0, 0, 4.21875, 1.2388392857142856, 3.6666666666666665, 6.222222222222222]","[0, 0, 4.655172413793104, 1.2413793103448276, 1.5, 0.8055555555555555]","[0, 0, 5.785714285714286, 1.6785714285714286, 2.8125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.935222672064777, 1.408906882591093, 2.689655172413793, 2.7444444444444445]","[0, 1, 4.263157894736842, 1.4210526315789473, 3.0476190476190474, 1.2666666666666666]","[1, 0, 9.553846153846154, 1.9384615384615385, 1.4166666666666667, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 0, 5.438848920863309, 1.2733812949640286, 4.181818181818182, 1.2522522522522523]"
127,2017-09-07,20170907SSLT0,"[0, 0, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 1, 4.430769230769231, 1.2615384615384615, 2.5142857142857142, 1.1206896551724137]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 9.878048780487804, 2.1951219512195124, 1.3333333333333333, 2.7333333333333334]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 1.84, 1.675, 2.0833333333333335]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.6083086053412465, 1.6201780415430267, 1.5777777777777777, 5.616666666666666]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.028571428571428, 2.4857142857142858, 0.6, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.372159090909091, 4.7368421052631575, 5.101449275362318]","[1, 0, 4.260127931769723, 1.2473347547974414, 3.6774193548387095, 6.253333333333334]","[0, 0, 4.655172413793104, 1.2413793103448276, 1.5, 0.8055555555555555]","[0, 0, 5.785714285714286, 1.6785714285714286, 2.8125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.935222672064777, 1.408906882591093, 2.689655172413793, 2.7444444444444445]","[0, 1, 4.142045454545455, 1.3806818181818183, 3.1904761904761907, 1.2753623188405796]","[0, 0, 9.553846153846154, 1.9384615384615385, 1.4166666666666667, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 0, 5.438848920863309, 1.2733812949640286, 4.181818181818182, 1.2522522522522523]"
128,2017-09-08,20170908SSLT0,"[0, 0, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 0, 4.430769230769231, 1.2615384615384615, 2.5142857142857142, 1.1206896551724137]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 9.878048780487804, 2.1951219512195124, 1.3333333333333333, 2.7333333333333334]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.427947598253274, 1.834061135371179, 1.675, 2.063063063063063]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[1, 0, 5.741379310344827, 1.6379310344827587, 1.608695652173913, 5.523809523809524]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.028571428571428, 2.4857142857142858, 0.6, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.372159090909091, 4.7368421052631575, 5.101449275362318]","[0, 0, 4.260127931769723, 1.2473347547974414, 3.6774193548387095, 6.253333333333334]","[0, 1, 6.967741935483871, 1.4516129032258063, 1.1111111111111112, 0.7948717948717949]","[0, 0, 5.785714285714286, 1.6785714285714286, 2.8125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.935222672064777, 1.408906882591093, 2.689655172413793, 2.7444444444444445]","[0, 0, 4.142045454545455, 1.3806818181818183, 3.1904761904761907, 1.2753623188405796]","[0, 0, 9.553846153846154, 1.9384615384615385, 1.4166666666666667, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 1, 5.475524475524475, 1.3006993006993008, 3.6923076923076925, 1.2543859649122806]"
129,2017-09-09,20170909SSHT0,"[0, 0, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 1, 4.298507462686567, 1.2537313432835822, 2.5277777777777777, 1.1355932203389831]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[1, 0, 8.196428571428571, 1.9285714285714284, 1.7777777777777777, 3.111111111111111]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.427947598253274, 1.834061135371179, 1.675, 2.063063063063063]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.741379310344827, 1.6379310344827587, 1.608695652173913, 5.523809523809524]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.028571428571428, 2.4857142857142858, 0.6, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.215909090909091, 1.372159090909091, 4.7368421052631575, 5.101449275362318]","[0, 0, 4.260127931769723, 1.2473347547974414, 3.6774193548387095, 6.253333333333334]","[0, 1, 6.75, 1.40625, 1.2222222222222223, 0.7619047619047619]","[0, 0, 5.785714285714286, 1.6785714285714286, 2.8125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.120481927710844, 1.4337349397590362, 2.6, 2.6774193548387095]","[0, 1, 4.223463687150838, 1.4078212290502794, 3.1363636363636362, 1.2695035460992907]","[0, 0, 9.553846153846154, 1.9384615384615385, 1.4166666666666667, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 0, 5.475524475524475, 1.3006993006993008, 3.6923076923076925, 1.2543859649122806]"
130,2017-09-10,20170910SSHT0,"[0, 0, 5.4, 2.04, 1.0, 1.0416666666666667]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 0, 4.298507462686567, 1.2537313432835822, 2.5277777777777777, 1.1355932203389831]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 8.196428571428571, 1.9285714285714284, 1.7777777777777777, 3.111111111111111]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.427947598253274, 1.834061135371179, 1.675, 2.063063063063063]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.741379310344827, 1.6379310344827587, 1.608695652173913, 5.523809523809524]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.028571428571428, 2.4857142857142858, 0.6, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.29700272479564, 1.4059945504087195, 4.043478260869565, 5.097222222222222]","[0, 0, 4.260127931769723, 1.2473347547974414, 3.6774193548387095, 6.253333333333334]","[0, 1, 6.75, 1.5, 1.2222222222222223, 0.711111111111111]","[0, 1, 5.842105263157895, 1.6842105263157894, 2.8125, 1.3255813953488371]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.120481927710844, 1.4337349397590362, 2.6, 2.6774193548387095]","[0, 1, 4.153846153846154, 1.4010989010989012, 3.1818181818181817, 1.2638888888888888]","[0, 0, 9.553846153846154, 1.9384615384615385, 1.4166666666666667, 3.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 1, 5.510204081632653, 1.3061224489795917, 3.5714285714285716, 1.2564102564102564]"
131,2017-09-12,20170912HHSS0,"[0, 1, 5.25974025974026, 1.987012987012987, 1.0, 1.0266666666666666]","[0, 0, 6.517241379310345, 1.5517241379310345, 5.0, 1.380952380952381]","[0, 0, 9.682758620689656, 1.9241379310344826, 1.08, 2.013888888888889]","[0, 0, 4.298507462686567, 1.2537313432835822, 2.5277777777777777, 1.1355932203389831]","[0, 0, 4.354838709677419, 1.3548387096774193, 0.75, 1.0333333333333334]","[0, 0, 8.196428571428571, 1.9285714285714284, 1.7777777777777777, 3.111111111111111]","[0, 0, 8.4375, 2.15625, 0.8, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.331896551724139, 1.8362068965517242, 1.6829268292682926, 2.0350877192982453]","[0, 0, 5.815384615384616, 1.9153846153846152, 1.15625, 1.0833333333333335]","[0, 0, 8.678571428571429, 2.571428571428571, 1.25, 1.3333333333333335]","[0, 0, 7.105263157894736, 2.1578947368421053, 1.1111111111111112, 2.375]","[0, 0, 6.319148936170213, 1.8936170212765957, 1.0384615384615385, 4.7]","[0, 0, 5.741379310344827, 1.6379310344827587, 1.608695652173913, 5.523809523809524]","[0, 0, 0.0, 0.8571428571428571, 5.0, 0.7777777777777778]","[0, 0, 10.028571428571428, 2.4857142857142858, 0.6, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.29700272479564, 1.4059945504087195, 4.043478260869565, 5.097222222222222]","[0, 0, 4.260127931769723, 1.2473347547974414, 3.6774193548387095, 6.253333333333334]","[0, 1, 6.352941176470588, 1.4117647058823528, 1.2222222222222223, 0.7083333333333334]","[0, 0, 5.842105263157895, 1.6842105263157894, 2.8125, 1.3255813953488371]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.120481927710844, 1.4337349397590362, 2.6, 2.6774193548387095]","[0, 0, 4.153846153846154, 1.4010989010989012, 3.1818181818181817, 1.2638888888888888]","[1, 0, 8.0, 1.7777777777777777, 1.6153846153846154, 3.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.877358490566038, 2.0094339622641506, 0.7619047619047619, 1.8596491228070178]","[0, 0, 5.510204081632653, 1.3061224489795917, 3.5714285714285716, 1.2564102564102564]"
