,date,game_key,강재민,남지민,한승주,신지후,신정락,김경태,송윤준,이현호,임준섭,윤대경,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,박상원,김진영,김진욱,박주홍,김민석,서폴드,김이환,채드벨,박윤철,안영명,윤규진,송창식,정우람,장시환,장민재
43,2020-06-24,20200624HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.8, 2.0, 0.7692307692307693]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 4.8, 1.5333333333333334, 1.75, 1.0714285714285714]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 2.25, 1.625, 2.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.3125, 1.6666666666666667, 0.8888888888888888]","[0, 0, 5.25, 1.3333333333333333, 2.5714285714285716, 5.142857142857143]","[0, 0, 4.339285714285714, 1.7142857142857142, 1.0625, 1.1666666666666667]","[0, 1, 5.4, 1.4727272727272729, 1.625, 0.9649122807017543]","[0, 0, 4.655172413793104, 1.4482758620689655, 2.5, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4038461538461537, 2.8, 6.5]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 8.4375, 2.109375, 1.0714285714285714, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[1, 0, 6.887755102040816, 2.112244897959184, 1.608695652173913, 4.666666666666666]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
44,2020-06-25,20200625HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.451612903225806, 1.9354838709677418, 1.8571428571428572, 0.7380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.5333333333333334, 1.75, 1.0714285714285714]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.25, 1.625, 2.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3125, 1.6666666666666667, 0.8888888888888888]","[0, 0, 5.25, 1.3333333333333333, 2.5714285714285716, 5.142857142857143]","[1, 0, 4.695652173913043, 1.6956521739130435, 1.1666666666666667, 1.3529411764705883]","[0, 0, 5.4, 1.4727272727272729, 1.625, 0.9649122807017543]","[0, 1, 4.655172413793104, 1.5517241379310345, 2.5, 0.9206349206349206]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.4038461538461537, 2.8, 6.5]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 8.4375, 2.109375, 1.0714285714285714, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.59375, 1.96875, 4.0, 1.0666666666666667]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.887755102040816, 2.112244897959184, 1.608695652173913, 4.666666666666666]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
45,2020-06-26,20200626KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.451612903225806, 1.9354838709677418, 1.8571428571428572, 0.7380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.5333333333333334, 1.75, 1.0714285714285714]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.25, 1.625, 2.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.2631578947368423, 1.75, 0.9047619047619048]","[0, 0, 5.25, 1.3333333333333333, 2.5714285714285716, 5.142857142857143]","[0, 0, 4.695652173913043, 1.6956521739130435, 1.1666666666666667, 1.3529411764705883]","[0, 1, 5.120689655172414, 1.4482758620689655, 1.75, 0.9666666666666666]","[0, 1, 4.426229508196721, 1.4754098360655739, 2.6, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.3942857142857146, 1.3714285714285714, 3.5, 6.481481481481482]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 8.4375, 2.109375, 1.0714285714285714, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.59375, 1.96875, 4.0, 1.0666666666666667]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.887755102040816, 2.112244897959184, 1.608695652173913, 4.666666666666666]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
46,2020-06-27,20200627KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 2.25, 1.75, 2.0, 1.0]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 6.136363636363636, 1.2272727272727273, 1.5, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.75, 0.9047619047619048]","[1, 0, 5.355371900826446, 1.3884297520661155, 2.6666666666666665, 5.041666666666667]","[0, 0, 4.695652173913043, 1.6956521739130435, 1.1666666666666667, 1.3529411764705883]","[0, 0, 5.120689655172414, 1.4482758620689655, 1.75, 0.9666666666666666]","[0, 0, 4.426229508196721, 1.4754098360655739, 2.6, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3942857142857146, 1.3714285714285714, 3.5, 6.481481481481482]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 8.4375, 2.109375, 1.0714285714285714, 4.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.942857142857142, 1.8, 4.5, 1.0606060606060606]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.887755102040816, 2.112244897959184, 1.608695652173913, 4.666666666666666]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
47,2020-06-28,20200628KTHH0,"[0, 1, 0.0, 0.6, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.25, 1.75, 2.0, 1.0]","[0, 1, 11.25, 2.75, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 6.136363636363636, 1.2272727272727273, 1.5, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.2631578947368423, 1.75, 0.9047619047619048]","[0, 0, 5.355371900826446, 1.3884297520661155, 2.6666666666666665, 5.041666666666667]","[0, 0, 4.695652173913043, 1.6956521739130435, 1.1666666666666667, 1.3529411764705883]","[0, 0, 5.120689655172414, 1.4482758620689655, 1.75, 0.9666666666666666]","[0, 1, 4.21875, 1.453125, 2.6, 0.9275362318840579]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3942857142857146, 1.3714285714285714, 3.5, 6.481481481481482]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[1, 0, 7.666666666666666, 1.9259259259259258, 1.25, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.887755102040816, 2.112244897959184, 1.608695652173913, 4.666666666666666]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
48,2020-07-01,20200701HHHT0,"[0, 0, 0.0, 0.6, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.25, 1.75, 2.0, 1.0]","[0, 0, 11.25, 2.75, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 6.136363636363636, 1.2272727272727273, 1.5, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.2272727272727273, 1.6, 0.9166666666666666]","[0, 0, 5.355371900826446, 1.3884297520661155, 2.6666666666666665, 5.041666666666667]","[0, 0, 4.695652173913043, 1.6956521739130435, 1.1666666666666667, 1.3529411764705883]","[0, 1, 5.311475409836065, 1.5245901639344264, 1.6666666666666667, 0.9682539682539681]","[0, 1, 4.029850746268656, 1.3880597014925373, 2.8, 0.9305555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3942857142857146, 1.3714285714285714, 3.5, 6.481481481481482]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.666666666666666, 1.9259259259259258, 1.25, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[1, 0, 6.212389380530974, 2.0707964601769913, 1.84, 4.708333333333333]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
49,2020-07-02,20200702HHHT0,"[0, 1, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 2.076923076923077, 1.9615384615384617, 1.4, 0.9629629629629629]","[0, 0, 11.25, 2.75, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 5.4, 1.3199999999999998, 1.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2272727272727273, 1.6, 0.9166666666666666]","[0, 0, 5.355371900826446, 1.3884297520661155, 2.6666666666666665, 5.041666666666667]","[0, 0, 4.695652173913043, 1.6956521739130435, 1.1666666666666667, 1.3529411764705883]","[0, 0, 5.311475409836065, 1.5245901639344264, 1.6666666666666667, 0.9682539682539681]","[0, 0, 4.029850746268656, 1.3880597014925373, 2.8, 0.9305555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.49740932642487, 1.367875647668394, 3.727272727272727, 6.433333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.666666666666666, 1.9259259259259258, 1.25, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.212389380530974, 2.0707964601769913, 1.84, 4.708333333333333]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
50,2020-07-03,20200703HHOB0,"[0, 0, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.076923076923077, 1.9615384615384617, 1.4, 0.9629629629629629]","[0, 0, 11.25, 2.75, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 5.4, 1.3199999999999998, 1.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.25, 1.6, 0.8888888888888888]","[0, 0, 5.355371900826446, 1.3884297520661155, 2.6666666666666665, 5.041666666666667]","[1, 0, 4.344827586206897, 1.6551724137931034, 1.3333333333333333, 1.6111111111111112]","[0, 1, 5.225806451612903, 1.6451612903225805, 1.6, 0.9393939393939394]","[0, 1, 5.086956521739131, 1.5217391304347827, 2.5454545454545454, 0.92]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.367875647668394, 3.727272727272727, 6.433333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.666666666666666, 1.9259259259259258, 1.25, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.212389380530974, 2.0707964601769913, 1.84, 4.708333333333333]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
51,2020-07-04,20200704HHOB0,"[0, 0, 0.0, 1.125, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.076923076923077, 1.9615384615384617, 1.4, 0.9629629629629629]","[0, 1, 9.0, 2.2, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 4.821428571428571, 1.3928571428571428, 1.0, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.25, 1.6, 0.8888888888888888]","[1, 0, 5.161764705882352, 1.3676470588235294, 2.526315789473684, 5.037037037037037]","[0, 0, 4.344827586206897, 1.6551724137931034, 1.3333333333333333, 1.6111111111111112]","[0, 1, 4.984615384615385, 1.6153846153846152, 1.4545454545454546, 0.9420289855072465]","[0, 0, 5.086956521739131, 1.5217391304347827, 2.5454545454545454, 0.92]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.367875647668394, 3.727272727272727, 6.433333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.666666666666666, 1.9259259259259258, 1.25, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.212389380530974, 2.0707964601769913, 1.84, 4.708333333333333]","[0, 1, 8.653846153846155, 1.8846153846153846, 4.0, 4.333333333333333]"
52,2020-07-05,20200705HHOB0,"[0, 1, 0.0, 0.75, 2.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 2.0, 2.111111111111111, 1.4, 0.9]","[0, 1, 7.105263157894736, 1.736842105263158, 1.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 4.821428571428571, 1.3928571428571428, 1.0, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.25, 1.6, 0.8888888888888888]","[0, 0, 5.161764705882352, 1.3676470588235294, 2.526315789473684, 5.037037037037037]","[0, 0, 4.344827586206897, 1.6551724137931034, 1.3333333333333333, 1.6111111111111112]","[0, 0, 4.984615384615385, 1.6153846153846152, 1.4545454545454546, 0.9420289855072465]","[0, 1, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.367875647668394, 3.727272727272727, 6.433333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[1, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 6.212389380530974, 2.0707964601769913, 1.84, 4.708333333333333]","[0, 1, 8.4375, 1.875, 4.0, 3.8095238095238098]"
53,2020-07-07,20200707LTHH0,"[0, 1, 0.0, 0.8, 4.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 1.9285714285714284, 2.0357142857142856, 1.4, 0.8484848484848485]","[0, 1, 8.59090909090909, 1.7727272727272727, 1.0, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 4.354838709677419, 1.4516129032258063, 0.8333333333333334, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0, 1.4444444444444444, 1.5, 0.9]","[0, 0, 5.161764705882352, 1.3676470588235294, 2.526315789473684, 5.037037037037037]","[0, 0, 4.344827586206897, 1.6551724137931034, 1.3333333333333333, 1.6111111111111112]","[0, 1, 4.764705882352941, 1.6323529411764706, 1.4166666666666667, 0.9444444444444445]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.367875647668394, 3.727272727272727, 6.433333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[1, 0, 5.440298507462686, 1.8582089552238807, 2.12, 4.962962962962963]","[0, 1, 8.333333333333332, 1.8888888888888888, 4.0, 3.375]"
