,date,game_key,강재민,남지민,한승주,신지후,신정락,김경태,송윤준,이현호,임준섭,윤대경,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,박상원,김진영,김진욱,박주홍,김민석,서폴드,김이환,채드벨,박윤철,안영명,윤규진,송창식,정우람,장시환,장민재
54,2020-07-08,20200708LTHH0,"[0, 0, 0.0, 0.8, 4.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 3.0, 0.0, 0.8888888888888888]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 1.9285714285714284, 2.0357142857142856, 1.4, 0.8484848484848485]","[0, 0, 8.59090909090909, 1.7727272727272727, 1.0, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 4.21875, 1.59375, 0.625, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.4444444444444444, 1.5, 0.9]","[0, 0, 5.161764705882352, 1.3676470588235294, 2.526315789473684, 5.037037037037037]","[0, 0, 4.344827586206897, 1.6551724137931034, 1.3333333333333333, 1.6111111111111112]","[0, 0, 4.764705882352941, 1.6323529411764706, 1.4166666666666667, 0.9444444444444445]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0047846889952154, 1.4354066985645932, 3.3076923076923075, 6.333333333333334]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0833333333333333, 14.0, 1.0909090909090908]","[0, 0, 5.440298507462686, 1.8582089552238807, 2.12, 4.962962962962963]","[0, 1, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
55,2020-07-09,20200709LTHH0,"[0, 1, 0.0, 0.6666666666666666, 4.5, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 3.0, 0.0, 0.8888888888888888]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 1.9285714285714284, 2.0357142857142856, 1.4, 0.8484848484848485]","[0, 1, 8.64, 1.68, 2.5, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 4.21875, 1.59375, 0.625, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.4444444444444444, 1.5, 0.9]","[0, 0, 5.161764705882352, 1.3676470588235294, 2.526315789473684, 5.037037037037037]","[1, 0, 3.6, 1.6, 1.28, 1.8421052631578947]","[0, 0, 4.764705882352941, 1.6323529411764706, 1.4166666666666667, 0.9444444444444445]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0047846889952154, 1.4354066985645932, 3.3076923076923075, 6.333333333333334]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.609756097560976, 1.0975609756097562, 17.0, 1.1388888888888888]","[0, 0, 5.440298507462686, 1.8582089552238807, 2.12, 4.962962962962963]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
56,2020-07-10,20200710SKHH0,"[0, 0, 0.0, 0.6666666666666666, 4.5, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 3.0, 0.0, 0.8888888888888888]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 1.9285714285714284, 2.0357142857142856, 1.4, 0.8484848484848485]","[0, 1, 9.0, 1.6666666666666667, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 4.21875, 1.59375, 0.625, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.4444444444444444, 1.5, 0.9]","[1, 0, 4.827814569536423, 1.410596026490066, 2.5714285714285716, 5.033333333333333]","[0, 0, 3.6, 1.6, 1.28, 1.8421052631578947]","[0, 1, 4.875, 1.625, 1.3846153846153846, 0.96]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0047846889952154, 1.4354066985645932, 3.3076923076923075, 6.333333333333334]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.395348837209303, 1.0465116279069766, 17.0, 1.1025641025641026]","[0, 0, 5.440298507462686, 1.8582089552238807, 2.12, 4.962962962962963]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
57,2020-07-11,20200711SKHH0,"[0, 1, 0.0, 0.5217391304347826, 6.0, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.25, 0.2, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 2.4545454545454546, 2.0, 1.1666666666666667, 0.9166666666666666]","[0, 0, 9.0, 1.6666666666666667, 2.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 3.8571428571428568, 1.542857142857143, 0.75, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.6551724137931036, 1.2857142857142858, 0.8787878787878788]","[0, 0, 4.827814569536423, 1.410596026490066, 2.5714285714285716, 5.033333333333333]","[0, 0, 3.6, 1.6, 1.28, 1.8421052631578947]","[0, 0, 4.875, 1.625, 1.3846153846153846, 0.96]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[1, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0047846889952154, 1.4354066985645932, 3.3076923076923075, 6.333333333333334]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.0465116279069766, 17.0, 1.1025641025641026]","[0, 0, 5.440298507462686, 1.8582089552238807, 2.12, 4.962962962962963]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
58,2020-07-13,20200713SKHH0,"[0, 1, 0.0, 0.6666666666666666, 4.333333333333333, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 0.2, 1.0]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.4545454545454546, 2.0, 1.1666666666666667, 0.9166666666666666]","[0, 1, 7.838709677419355, 1.5483870967741935, 3.5, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.8571428571428568, 1.542857142857143, 0.75, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.6551724137931036, 1.2857142857142858, 0.8787878787878788]","[0, 0, 4.827814569536423, 1.410596026490066, 2.5714285714285716, 5.033333333333333]","[0, 0, 3.6, 1.6, 1.28, 1.8421052631578947]","[0, 0, 4.875, 1.625, 1.3846153846153846, 0.96]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0047846889952154, 1.4354066985645932, 3.3076923076923075, 6.333333333333334]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.2391304347826086, 8.5, 1.0952380952380953]","[1, 0, 5.073825503355705, 1.8322147651006713, 2.074074074074074, 4.966666666666667]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
59,2020-07-14,20200714HHKT0,"[0, 0, 0.0, 0.6666666666666666, 4.333333333333333, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 2.076923076923077, 0.2, 0.8666666666666666]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.4545454545454546, 2.0, 1.1666666666666667, 0.9166666666666666]","[0, 0, 7.838709677419355, 1.5483870967741935, 3.5, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 4.5, 1.6666666666666667, 0.6666666666666666, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.6551724137931036, 1.2857142857142858, 0.8787878787878788]","[0, 0, 4.827814569536423, 1.410596026490066, 2.5714285714285716, 5.033333333333333]","[0, 0, 3.6, 1.6, 1.28, 1.8421052631578947]","[0, 1, 5.328947368421053, 1.6578947368421053, 1.4615384615384615, 0.9743589743589743]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.1629955947136565, 1.4405286343612334, 3.3846153846153846, 6.305555555555556]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.2391304347826086, 8.5, 1.0952380952380953]","[0, 0, 5.073825503355705, 1.8322147651006713, 2.074074074074074, 4.966666666666667]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
60,2020-07-15,20200715HHKT0,"[0, 1, 0.0, 0.8275862068965518, 3.5, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.076923076923077, 0.2, 0.8666666666666666]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 2.131578947368421, 1.8947368421052633, 1.0, 0.9743589743589743]","[0, 1, 6.942857142857142, 1.4571428571428573, 2.6666666666666665, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 4.5, 1.6666666666666667, 0.6666666666666666, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.6551724137931036, 1.2857142857142858, 0.8787878787878788]","[0, 0, 4.827814569536423, 1.410596026490066, 2.5714285714285716, 5.033333333333333]","[1, 0, 3.951219512195122, 1.5121951219512195, 1.3333333333333333, 2.05]","[0, 1, 5.25974025974026, 1.6363636363636362, 1.4615384615384615, 0.9506172839506173]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.1629955947136565, 1.4405286343612334, 3.3846153846153846, 6.305555555555556]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.510204081632653, 1.1632653061224492, 9.5, 1.0888888888888888]","[0, 0, 5.073825503355705, 1.8322147651006713, 2.074074074074074, 4.966666666666667]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
61,2020-07-16,20200716HHKT0,"[0, 0, 0.0, 0.8275862068965518, 3.5, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.875, 0.6, 0.8888888888888888]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.131578947368421, 1.8947368421052633, 1.0, 0.9743589743589743]","[0, 0, 6.942857142857142, 1.4571428571428573, 2.6666666666666665, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 4.153846153846154, 1.6153846153846154, 0.7, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.59375, 1.4285714285714286, 0.8888888888888888]","[1, 0, 4.365269461077844, 1.4011976047904193, 2.375, 5.0606060606060606]","[0, 0, 3.951219512195122, 1.5121951219512195, 1.3333333333333333, 2.05]","[0, 0, 5.25974025974026, 1.6363636363636362, 1.4615384615384615, 0.9506172839506173]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.1629955947136565, 1.4405286343612334, 3.3846153846153846, 6.305555555555556]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.1632653061224492, 9.5, 1.0888888888888888]","[0, 0, 5.073825503355705, 1.8322147651006713, 2.074074074074074, 4.966666666666667]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
62,2020-07-17,20200717HHLG0,"[0, 0, 0.0, 0.8275862068965518, 3.5, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 0.6, 0.8888888888888888]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 2.076923076923077, 1.9230769230769231, 1.0, 0.9285714285714286]","[0, 0, 6.942857142857142, 1.4571428571428573, 2.6666666666666665, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 1, 4.05, 1.65, 0.6363636363636364, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.628571428571429, 1.542857142857143, 1.7142857142857142, 0.8974358974358974]","[0, 0, 4.365269461077844, 1.4011976047904193, 2.375, 5.0606060606060606]","[0, 0, 3.951219512195122, 1.5121951219512195, 1.3333333333333333, 2.05]","[0, 0, 5.25974025974026, 1.6363636363636362, 1.4615384615384615, 0.9506172839506173]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[1, 0, 4.153846153846154, 1.6153846153846154, 1.5, 4.333333333333333]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.1629955947136565, 1.4405286343612334, 3.3846153846153846, 6.305555555555556]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.1632653061224492, 9.5, 1.0888888888888888]","[0, 0, 5.073825503355705, 1.8322147651006713, 2.074074074074074, 4.966666666666667]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
63,2020-07-18,20200718HHLG0,"[0, 1, 0.0, 1.064516129032258, 2.5, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 0.6, 0.8888888888888888]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.076923076923077, 1.9230769230769231, 1.0, 0.9285714285714286]","[0, 1, 6.5675675675675675, 1.3783783783783783, 3.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 4.05, 1.65, 0.6363636363636364, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.542857142857143, 1.7142857142857142, 0.8974358974358974]","[0, 0, 4.365269461077844, 1.4011976047904193, 2.375, 5.0606060606060606]","[0, 0, 3.951219512195122, 1.5121951219512195, 1.3333333333333333, 2.05]","[0, 0, 5.25974025974026, 1.6363636363636362, 1.4615384615384615, 0.9506172839506173]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 4.153846153846154, 1.6153846153846154, 1.5, 4.333333333333333]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.1629955947136565, 1.4405286343612334, 3.3846153846153846, 6.305555555555556]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.1632653061224492, 9.5, 1.0888888888888888]","[1, 0, 4.688622754491019, 1.7245508982035929, 2.033333333333333, 5.0606060606060606]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
64,2020-07-19,20200719HHLG0,"[0, 1, 0.0, 0.9705882352941176, 2.8333333333333335, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.852941176470588, 1.8571428571428572, 0.7555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.875, 0.6, 0.8888888888888888]","[0, 0, 4.8, 1.6666666666666667, 1.5555555555555556, 1.0]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 2.076923076923077, 1.9230769230769231, 1.0, 0.9285714285714286]","[0, 1, 6.075, 1.425, 3.0, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 4.05, 1.65, 0.6363636363636364, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.542857142857143, 1.7142857142857142, 0.8974358974358974]","[0, 0, 4.365269461077844, 1.4011976047904193, 2.375, 5.0606060606060606]","[0, 0, 3.951219512195122, 1.5121951219512195, 1.3333333333333333, 2.05]","[0, 0, 5.25974025974026, 1.6363636363636362, 1.4615384615384615, 0.9506172839506173]","[0, 0, 5.478260869565218, 1.565217391304348, 2.5454545454545454, 0.8846153846153846]","[0, 0, 4.153846153846154, 1.6153846153846154, 1.5, 4.333333333333333]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.536885245901639, 1.4631147540983607, 3.5, 6.256410256410256]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 7.875000000000001, 1.875, 1.4444444444444444, 4.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6923076923076923, 3.6666666666666665, 1.0833333333333333]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.1632653061224492, 9.5, 1.0888888888888888]","[0, 0, 4.688622754491019, 1.7245508982035929, 2.033333333333333, 5.0606060606060606]","[0, 0, 8.357142857142858, 1.9285714285714286, 3.4, 3.111111111111111]"
