,date,game_key,이민호,김윤식,김지용,김대유,문광은,임찬규,이우찬,최성훈,류원석,배재준,이상규,김대현,오석주,고우석,윌슨,켈리,한선태,이정용,정우영,이상영,송은범,차우찬,진해수,정찬헌,백청훈,최동환,정용운,여건욱
31,2020-06-11,20200611SKLG2,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[1, 0, 5.4, 1.4823529411764707, 3.625, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 1, 7.043478260869565, 2.0869565217391304, 0.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.602272727272727, 1.1590909090909092, 3.0, 5.866666666666666]","[0, 0, 6.12, 1.52, 2.5555555555555554, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0588235294117647, 0.8823529411764706, 1.6666666666666667, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.171428571428571, 1.885714285714286, 0.3333333333333333, 1.4583333333333333]","[0, 0, 5.0, 1.4074074074074074, 3.7142857142857144, 5.4]","[0, 1, 3.6818181818181817, 1.3636363636363638, 2.3333333333333335, 0.5238095238095238]","[0, 0, 5.0625, 1.4375, 3.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 0.9230769230769231, 3.5, 1.4444444444444444]"
32,2020-06-12,20200612LTLG0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.4823529411764707, 3.625, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 1, 6.75, 2.0, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[1, 0, 4.289719626168224, 1.1495327102803738, 3.375, 5.944444444444444]","[0, 0, 6.12, 1.52, 2.5555555555555554, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9642857142857142, 0.8035714285714285, 1.8333333333333333, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.8157894736842106, 0.6666666666666666, 1.4074074074074074]","[0, 0, 5.0, 1.4074074074074074, 3.7142857142857144, 5.4]","[0, 0, 3.6818181818181817, 1.3636363636363638, 2.3333333333333335, 0.5238095238095238]","[0, 0, 5.0625, 1.4375, 3.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0, 1.2222222222222223, 7.0, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 0.9230769230769231, 3.5, 1.4444444444444444]"
33,2020-06-13,20200613LTLG0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.4823529411764707, 3.625, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 0.75, 1, 0.6666666666666666]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 0, 6.75, 2.0, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.289719626168224, 1.1495327102803738, 3.375, 5.944444444444444]","[0, 0, 6.12, 1.52, 2.5555555555555554, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 0.8035714285714285, 1.8333333333333333, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.8157894736842106, 0.6666666666666666, 1.4074074074074074]","[1, 0, 3.9705882352941178, 1.4411764705882353, 2.5833333333333335, 5.666666666666667]","[0, 0, 3.6818181818181817, 1.3636363636363638, 2.3333333333333335, 0.5238095238095238]","[0, 0, 5.0625, 1.4375, 3.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.2727272727272727, 3.5, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6341463414634148, 0.951219512195122, 3.5, 1.3666666666666667]"
34,2020-06-14,20200614LTLG0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.4823529411764707, 3.625, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 0.75, 1, 0.6666666666666666]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 1, 6.0, 1.7777777777777777, 0.875, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.289719626168224, 1.1495327102803738, 3.375, 5.944444444444444]","[1, 0, 5.0625, 1.375, 2.4545454545454546, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9152542372881356, 0.8135593220338982, 2.0, 1.3111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.2682926829268295, 1.7560975609756098, 1.0, 1.3666666666666667]","[0, 0, 3.9705882352941178, 1.4411764705882353, 2.5833333333333335, 5.666666666666667]","[0, 1, 3.2399999999999998, 1.2, 3.0, 0.5555555555555556]","[0, 0, 5.0625, 1.4375, 3.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.2727272727272727, 3.5, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 0.951219512195122, 3.5, 1.3666666666666667]"
35,2020-06-16,20200616LGHH0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.4, 1.4823529411764707, 3.625, 5.666666666666666]","[0, 1, 0, 0, 0, 0]","[0, 1, 3.375, 0.75, 3, 0.8888888888888888]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 0, 6.0, 1.7777777777777777, 0.875, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.289719626168224, 1.1495327102803738, 3.375, 5.944444444444444]","[0, 0, 5.0625, 1.375, 2.4545454545454546, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.8709677419354839, 0.8225806451612903, 2.1666666666666665, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.7045454545454546, 0.75, 1.3333333333333333]","[0, 0, 3.9705882352941178, 1.4411764705882353, 2.5833333333333335, 5.666666666666667]","[0, 1, 2.892857142857143, 1.2857142857142856, 3.3333333333333335, 0.5833333333333334]","[1, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.2727272727272727, 3.5, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.395348837209303, 1.1860465116279069, 1.75, 1.303030303030303]"
36,2020-06-17,20200617LGHH0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[1, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.875, 1.5, 0.6666666666666666]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 1, 8.0, 2.0, 0.875, 0.8181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.289719626168224, 1.1495327102803738, 3.375, 5.944444444444444]","[0, 0, 5.0625, 1.375, 2.4545454545454546, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8709677419354839, 0.8225806451612903, 2.1666666666666665, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7045454545454546, 0.75, 1.3333333333333333]","[0, 0, 3.9705882352941178, 1.4411764705882353, 2.5833333333333335, 5.666666666666667]","[0, 0, 2.892857142857143, 1.2857142857142856, 3.3333333333333335, 0.5833333333333334]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.2727272727272727, 3.5, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.1860465116279069, 1.75, 1.303030303030303]"
37,2020-06-18,20200618LGHH0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 1.5, 0.6666666666666666]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 0, 8.0, 2.0, 0.875, 0.8181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[1, 0, 4.204918032786885, 1.2540983606557379, 2.3846153846153846, 5.809523809523809]","[0, 0, 5.0625, 1.375, 2.4545454545454546, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.8571428571428571, 0.8095238095238095, 2.3333333333333335, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.8, 1.7333333333333334, 0.75, 1.25]","[0, 0, 3.9705882352941178, 1.4411764705882353, 2.5833333333333335, 5.666666666666667]","[0, 1, 2.6129032258064515, 1.2580645161290323, 4.0, 0.607843137254902]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.2727272727272727, 3.5, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.1860465116279069, 1.75, 1.303030303030303]"
38,2020-06-19,20200619OBLG0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 1, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 5.4, 1.5, 1.5, 0.6666666666666667]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 1, 6.352941176470588, 1.7647058823529411, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.204918032786885, 1.2540983606557379, 2.3846153846153846, 5.809523809523809]","[0, 0, 5.0625, 1.375, 2.4545454545454546, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8095238095238095, 2.3333333333333335, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.7333333333333334, 0.75, 1.25]","[1, 0, 4.05, 1.425, 2.1176470588235294, 5.714285714285714]","[0, 0, 2.6129032258064515, 1.2580645161290323, 4.0, 0.607843137254902]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.4166666666666667, 2.6666666666666665, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.295454545454545, 1.1590909090909092, 2.0, 1.222222222222222]"
39,2020-06-20,20200620OBLG0,"[0, 0, 1.1020408163265305, 0.9183673469387755, 1.5, 4.083333333333333]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 1, 18.0, 2.5, 0.0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 3.8571428571428568, 1.2857142857142856, 1.5, 0.7777777777777778]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 0, 6.352941176470588, 1.7647058823529411, 1.0, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.204918032786885, 1.2540983606557379, 2.3846153846153846, 5.809523809523809]","[1, 0, 5.2105263157894735, 1.4473684210526316, 2.5454545454545454, 5.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8095238095238095, 2.3333333333333335, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.826086956521739, 0.8, 1.1794871794871795]","[0, 0, 4.05, 1.425, 2.1176470588235294, 5.714285714285714]","[0, 1, 2.4545454545454546, 1.2727272727272727, 3.5, 0.6111111111111112]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.4166666666666667, 2.6666666666666665, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.1590909090909092, 2.0, 1.222222222222222]"
40,2020-06-21,20200621OBLG0,"[1, 0, 1.1571428571428573, 0.9, 2.6666666666666665, 4.666666666666666]","[0, 0, 5.684210526315789, 1.105263157894737, 5.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 0, 18.0, 2.5, 0.0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 1, 7.7142857142857135, 1.7142857142857142, 1.0, 0.6666666666666667]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 1, 5.837837837837839, 1.7027027027027026, 1.1, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.204918032786885, 1.2540983606557379, 2.3846153846153846, 5.809523809523809]","[0, 0, 5.2105263157894735, 1.4473684210526316, 2.5454545454545454, 5.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8095238095238095, 2.3333333333333335, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.9565217391304348, 0.6666666666666666, 1.0952380952380953]","[0, 0, 4.05, 1.425, 2.1176470588235294, 5.714285714285714]","[0, 1, 2.25, 1.1666666666666667, 3.5, 0.631578947368421]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.4166666666666667, 2.6666666666666665, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.1875, 2.25, 1.2307692307692308]"
41,2020-06-23,20200623WOLG0,"[0, 0, 1.1571428571428573, 0.9, 2.6666666666666665, 4.666666666666666]","[1, 0, 7.5600000000000005, 1.44, 7.0, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 0.8571428571428571, 1, 1.1666666666666667]","[0, 1, 15.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 5.242718446601942, 1.4271844660194173, 3.7777777777777777, 5.722222222222222]","[0, 0, 54.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.0, 0.6666666666666667]","[0, 0, 0.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.1111111111111112, 0.9555555555555556]","[0, 0, 5.837837837837839, 1.7027027027027026, 1.1, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 4.204918032786885, 1.2540983606557379, 2.3846153846153846, 5.809523809523809]","[0, 0, 5.2105263157894735, 1.4473684210526316, 2.5454545454545454, 5.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8571428571428571, 0.8095238095238095, 2.3333333333333335, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.9565217391304348, 0.6666666666666666, 1.0952380952380953]","[0, 0, 4.05, 1.425, 2.1176470588235294, 5.714285714285714]","[0, 0, 2.25, 1.1666666666666667, 3.5, 0.631578947368421]","[0, 0, 3.5217391304347827, 1.2173913043478262, 4.166666666666667, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.5957446808510638, 2.5, 1.5666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1875, 2.25, 1.2307692307692308]"
