,date,game_key,샘슨,최준용,스트레일리,박재민,박명현,홍민기,박시영,장국헌,신동훈,김원중,정태승,박진형,구승민,박세웅,이인복,김유영,최영환,박종무,한승혁,윤성빈,강동호,최하늘,이승헌,김현,서준원,김동규,고효준,노경은,김건국,장원삼,배장호,송승준,김대우,오현택,진명호
16,2020-05-24,20200524WOLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1176470588235294, 1.1176470588235294, 3.1666666666666665, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.3043478260869565, 2.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2272727272727273, 0.4090909090909091, 6.0, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.105263157894737, 4.0, 0.7916666666666666]","[0, 1, 1.2272727272727273, 0.4090909090909091, 8, 1.0476190476190477]","[0, 0, 3.7241379310344827, 1.5517241379310345, 1.75, 4.833333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.2, 1.7333333333333334, 1.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[0, 0, 4.909090909090909, 1.6363636363636365, 7.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.9411764705882353, 1.0, 1.888888888888889]","[0, 0, 6.0, 1.3333333333333333, 1.3333333333333333, 1.2]","[0, 0, 0.0, 0.8333333333333334, 4, 0.8571428571428571]","[0, 0, 10.125, 1.6875, 0.6666666666666666, 0.7619047619047619]"
17,2020-05-26,20200526SSLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6818181818181817, 1.3181818181818181, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.3043478260869565, 2.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.08, 0.72, 2.3333333333333335, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2857142857142858, 2.0, 0.7777777777777778]","[0, 1, 1.125, 0.375, 8, 1.0]","[0, 0, 3.7241379310344827, 1.5517241379310345, 1.75, 4.833333333333333]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.7333333333333334, 1.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[0, 0, 4.909090909090909, 1.6363636363636365, 7.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.9411764705882353, 1.0, 1.888888888888889]","[0, 0, 6.0, 1.3333333333333333, 1.3333333333333333, 1.2]","[0, 0, 0.0, 0.8333333333333334, 4, 0.8571428571428571]","[0, 0, 10.125, 1.6875, 0.6666666666666666, 0.7619047619047619]"
18,2020-05-27,20200527SSLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3181818181818181, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.4799999999999995, 1.5599999999999998, 1.6, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 0.72, 2.3333333333333335, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142858, 2.0, 0.7777777777777778]","[0, 0, 1.125, 0.375, 8, 1.0]","[1, 0, 5.926829268292683, 1.7560975609756098, 1.2857142857142858, 4.555555555555555]","[0, 1, 3.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.7333333333333334, 1.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[0, 0, 4.909090909090909, 1.6363636363636365, 7.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.9411764705882353, 1.0, 1.888888888888889]","[0, 1, 6.428571428571428, 1.5714285714285714, 1.25, 1.1666666666666667]","[0, 0, 0.0, 0.8333333333333334, 4, 0.8571428571428571]","[0, 1, 8.526315789473683, 1.4210526315789473, 1.0, 0.7916666666666666]"
19,2020-05-28,20200528SSLT0,"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3181818181818181, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.719999999999999, 2.04, 1.1428571428571428, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 0.72, 2.3333333333333335, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142858, 2.0, 0.7777777777777778]","[0, 1, 1.0, 0.3333333333333333, 8, 1.0]","[0, 0, 5.926829268292683, 1.7560975609756098, 1.2857142857142858, 4.555555555555555]","[0, 0, 3.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.7333333333333334, 1.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[0, 0, 4.909090909090909, 1.6363636363636365, 7.0, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.3199999999999998, 3.0, 2.0833333333333335]","[0, 0, 6.428571428571428, 1.5714285714285714, 1.25, 1.1666666666666667]","[0, 1, 2.8421052631578947, 1.105263157894737, 4, 0.7916666666666666]","[0, 0, 8.526315789473683, 1.4210526315789473, 1.0, 0.7916666666666666]"
20,2020-05-29,20200529LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3181818181818181, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.719999999999999, 2.04, 1.1428571428571428, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 0.72, 2.3333333333333335, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142858, 2.0, 0.7777777777777778]","[0, 0, 1.0, 0.3333333333333333, 8, 1.0]","[0, 0, 5.926829268292683, 1.7560975609756098, 1.2857142857142858, 4.555555555555555]","[0, 0, 3.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.7333333333333334, 1.2, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[1, 0, 6.0, 1.7333333333333334, 2.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.3199999999999998, 3.0, 2.0833333333333335]","[0, 0, 6.428571428571428, 1.5714285714285714, 1.25, 1.1666666666666667]","[0, 1, 2.4545454545454546, 0.9545454545454546, 5, 0.8148148148148148]","[0, 1, 7.7142857142857135, 1.4285714285714286, 0.8571428571428571, 0.7777777777777778]"
21,2020-05-30,20200530LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3181818181818181, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.678571428571429, 1.9285714285714284, 1.2857142857142858, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9642857142857142, 0.75, 2.3333333333333335, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.1739130434782608, 2.5, 0.7666666666666667]","[0, 1, 0.8709677419354839, 0.3870967741935484, 9.0, 1.0333333333333334]","[0, 0, 5.926829268292683, 1.7560975609756098, 1.2857142857142858, 4.555555555555555]","[0, 0, 3.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.984615384615385, 1.3846153846153846, 1.6666666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[0, 0, 6.0, 1.7333333333333334, 2.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.21875, 1.40625, 3.0, 2.1333333333333333]","[0, 0, 6.428571428571428, 1.5714285714285714, 1.25, 1.1666666666666667]","[0, 0, 2.4545454545454546, 0.9545454545454546, 5, 0.8148148148148148]","[0, 1, 6.75, 1.25, 1.1428571428571428, 0.8]"
22,2020-05-31,20200531LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8588235294117648, 1.2705882352941178, 2.2857142857142856, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.678571428571429, 1.9285714285714284, 1.2857142857142858, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 0.75, 2.3333333333333335, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.2692307692307694, 2.75, 0.7878787878787878]","[0, 1, 0.7941176470588235, 0.4411764705882353, 10.0, 1.0303030303030303]","[0, 0, 5.926829268292683, 1.7560975609756098, 1.2857142857142858, 4.555555555555555]","[0, 1, 1.9285714285714284, 0.42857142857142855, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.984615384615385, 1.3846153846153846, 1.6666666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[0, 0, 6.0, 1.7333333333333334, 2.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.40625, 3.0, 2.1333333333333333]","[0, 0, 6.428571428571428, 1.5714285714285714, 1.25, 1.1666666666666667]","[0, 1, 3.2399999999999998, 0.96, 5, 0.8333333333333334]","[0, 1, 6.4799999999999995, 1.3199999999999998, 1.125, 0.7575757575757577]"
23,2020-06-02,20200602LTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8588235294117648, 1.2705882352941178, 2.2857142857142856, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.678571428571429, 1.9285714285714284, 1.2857142857142858, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 0.75, 2.3333333333333335, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2692307692307694, 2.75, 0.7878787878787878]","[0, 0, 0.7941176470588235, 0.4411764705882353, 10.0, 1.0303030303030303]","[1, 0, 6.5, 1.8333333333333333, 1.0909090909090908, 4.5]","[0, 1, 1.1739130434782608, 0.5217391304347826, 4, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.984615384615385, 1.3846153846153846, 1.6666666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 0.5, 0.4166666666666667]","[0, 0, 6.0, 1.7333333333333334, 2.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.40625, 3.0, 2.1333333333333333]","[0, 1, 9.818181818181818, 2.181818181818182, 0.8333333333333334, 1.0476190476190477]","[0, 1, 2.892857142857143, 0.9642857142857142, 6, 0.8484848484848485]","[0, 1, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
24,2020-06-03,20200603LTHT0,"[1, 0, 5.4, 1.2, 3.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8588235294117648, 1.2705882352941178, 2.2857142857142856, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 2.0, 1.0, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 0.75, 2.3333333333333335, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2692307692307694, 2.75, 0.7878787878787878]","[0, 0, 0.7941176470588235, 0.4411764705882353, 10.0, 1.0303030303030303]","[0, 0, 6.5, 1.8333333333333333, 1.0909090909090908, 4.5]","[0, 0, 1.1739130434782608, 0.5217391304347826, 4, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.984615384615385, 1.3846153846153846, 1.6666666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 16.875, 3.375, 0.2, 0.5333333333333333]","[0, 0, 6.0, 1.7333333333333334, 2.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.588235294117647, 2.25, 1.888888888888889]","[0, 1, 8.64, 2.04, 0.7142857142857143, 1.0416666666666667]","[0, 0, 2.892857142857143, 0.9642857142857142, 6, 0.8484848484848485]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
25,2020-06-04,20200604LTHT0,"[0, 0, 5.4, 1.2, 3.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8588235294117648, 1.2705882352941178, 2.2857142857142856, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 2.0, 1.0, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 0.75, 2.3333333333333335, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2692307692307694, 2.75, 0.7878787878787878]","[0, 0, 0.7941176470588235, 0.4411764705882353, 10.0, 1.0303030303030303]","[0, 0, 6.5, 1.8333333333333333, 1.0909090909090908, 4.5]","[0, 1, 1.125, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.984615384615385, 1.3846153846153846, 1.6666666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.875, 3.375, 0.2, 0.5333333333333333]","[1, 0, 5.571428571428571, 1.5714285714285714, 2.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 2.25, 1.888888888888889]","[0, 1, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 0, 2.892857142857143, 0.9642857142857142, 6, 0.8484848484848485]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
26,2020-06-05,20200605KTLT0,"[0, 0, 5.4, 1.2, 3.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8588235294117648, 1.2705882352941178, 2.2857142857142856, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 2.0, 1.0, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.8709677419354839, 0.7741935483870968, 2.3333333333333335, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.2413793103448276, 3.0, 0.8055555555555555]","[0, 1, 0.7297297297297298, 0.4054054054054054, 10.0, 1.027777777777778]","[0, 0, 6.5, 1.8333333333333333, 1.0909090909090908, 4.5]","[0, 0, 1.125, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.228915662650603, 1.3012048192771084, 1.5714285714285714, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.875, 3.375, 0.2, 0.5333333333333333]","[0, 0, 5.571428571428571, 1.5714285714285714, 2.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 2.25, 1.888888888888889]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 0, 2.892857142857143, 0.9642857142857142, 6, 0.8484848484848485]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
27,2020-06-06,20200606KTLT0,"[0, 0, 5.4, 1.2, 3.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.3199999999999998, 2.466666666666667, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 2.0, 1.0, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7941176470588235, 0.7058823529411764, 2.6666666666666665, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.21875, 3.0, 0.8205128205128205]","[0, 0, 0.7297297297297298, 0.4054054054054054, 10.0, 1.027777777777778]","[0, 0, 6.5, 1.8333333333333333, 1.0909090909090908, 4.5]","[0, 0, 1.125, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3012048192771084, 1.5714285714285714, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.875, 3.375, 0.2, 0.5333333333333333]","[0, 0, 5.571428571428571, 1.5714285714285714, 2.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 2.25, 1.888888888888889]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 0, 2.892857142857143, 0.9642857142857142, 6, 0.8484848484848485]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
