,date,game_key,샘슨,최준용,스트레일리,박재민,박명현,홍민기,박시영,장국헌,신동훈,김원중,정태승,박진형,구승민,박세웅,이인복,김유영,최영환,박종무,한승혁,윤성빈,강동호,최하늘,이승헌,김현,서준원,김동규,고효준,노경은,김건국,장원삼,배장호,송승준,김대우,오현택,진명호
28,2020-06-07,20200607KTLT0,"[0, 0, 5.4, 1.2, 3.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3199999999999998, 2.466666666666667, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 2.0, 1.0, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7297297297297298, 0.6486486486486486, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5428571428571427, 1.2, 3.4, 0.8333333333333333]","[0, 1, 1.35, 0.44999999999999996, 11.0, 1.0256410256410258]","[1, 0, 6.375, 1.75, 1.5454545454545454, 4.8]","[0, 0, 1.125, 0.75, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3012048192771084, 1.5714285714285714, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.875, 3.375, 0.2, 0.5333333333333333]","[0, 0, 5.571428571428571, 1.5714285714285714, 2.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 2.25, 1.888888888888889]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 1, 3.7241379310344827, 1.0344827586206897, 6, 0.8055555555555555]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
29,2020-06-09,20200609HHLT0,"[1, 0, 9.391304347826086, 2.0869565217391304, 1.5, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3199999999999998, 2.466666666666667, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 2.0, 1.0, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7297297297297298, 0.6486486486486486, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5428571428571427, 1.2, 3.4, 0.8333333333333333]","[0, 0, 1.35, 0.44999999999999996, 11.0, 1.0256410256410258]","[0, 0, 6.375, 1.75, 1.5454545454545454, 4.8]","[0, 1, 1.8620689655172413, 0.8275862068965518, 5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3012048192771084, 1.5714285714285714, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.875, 3.375, 0.2, 0.5333333333333333]","[0, 0, 5.571428571428571, 1.5714285714285714, 2.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.725, 1.575, 1.8, 1.9047619047619049]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 0, 3.7241379310344827, 1.0344827586206897, 6, 0.8055555555555555]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
30,2020-06-10,20200610HHLT0,"[0, 0, 9.391304347826086, 2.0869565217391304, 1.5, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3199999999999998, 2.466666666666667, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.451612903225806, 2.225806451612903, 1.0, 0.8611111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7297297297297298, 0.6486486486486486, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5428571428571427, 1.2, 3.4, 0.8333333333333333]","[0, 0, 1.35, 0.44999999999999996, 11.0, 1.0256410256410258]","[0, 0, 6.375, 1.75, 1.5454545454545454, 4.8]","[0, 0, 1.8620689655172413, 0.8275862068965518, 5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3012048192771084, 1.5714285714285714, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[1, 0, 6.576923076923077, 1.5384615384615385, 1.875, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.575, 1.8, 1.9047619047619049]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 0, 3.7241379310344827, 1.0344827586206897, 6, 0.8055555555555555]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
31,2020-06-11,20200611HHLT0,"[0, 0, 9.391304347826086, 2.0869565217391304, 1.5, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3199999999999998, 2.466666666666667, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.529411764705882, 2.0294117647058822, 1.0, 0.8717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7297297297297298, 0.6486486486486486, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4594594594594597, 1.135135135135135, 3.4, 0.8222222222222223]","[0, 1, 1.975609756097561, 0.7317073170731707, 12.0, 0.9761904761904762]","[0, 0, 6.375, 1.75, 1.5454545454545454, 4.8]","[0, 0, 1.8620689655172413, 0.8275862068965518, 5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.2772277227722775, 1.3366336633663367, 1.75, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 6.576923076923077, 1.5384615384615385, 1.875, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.575, 1.8, 1.9047619047619049]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 1, 3.375, 0.9375, 8, 0.8205128205128205]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
32,2020-06-12,20200612LTLG0,"[0, 0, 9.391304347826086, 2.0869565217391304, 1.5, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.231404958677686, 1.2148760330578512, 2.8666666666666667, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 2.0294117647058822, 1.0, 0.8717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7297297297297298, 0.6486486486486486, 2.6666666666666665, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 1.05, 4.0, 0.8333333333333334]","[0, 1, 1.8409090909090908, 0.6818181818181819, 13.0, 0.9777777777777777]","[0, 0, 6.375, 1.75, 1.5454545454545454, 4.8]","[0, 0, 1.8620689655172413, 0.8275862068965518, 5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2772277227722775, 1.3366336633663367, 1.75, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 6.576923076923077, 1.5384615384615385, 1.875, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.725, 1.575, 1.8, 1.9047619047619049]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 0, 3.375, 0.9375, 8, 0.8205128205128205]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
33,2020-06-13,20200613LTLG0,"[0, 0, 9.391304347826086, 2.0869565217391304, 1.5, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 1.2148760330578512, 2.8666666666666667, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.756756756756758, 1.8648648648648647, 1.0, 0.880952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.675, 0.6749999999999999, 2.6666666666666665, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.975609756097561, 1.2439024390243902, 3.3333333333333335, 0.8039215686274509]","[0, 0, 1.8409090909090908, 0.6818181818181819, 13.0, 0.9777777777777777]","[1, 0, 5.4, 1.5333333333333334, 2.0, 5.0]","[0, 0, 1.8620689655172413, 0.8275862068965518, 5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2772277227722775, 1.3366336633663367, 1.75, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 6.576923076923077, 1.5384615384615385, 1.875, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.295454545454545, 1.5, 2.0, 1.8333333333333333]","[0, 0, 7.7142857142857135, 1.8214285714285714, 1.0, 1.0370370370370372]","[0, 1, 3.0857142857142854, 0.942857142857143, 8, 0.8333333333333333]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
34,2020-06-14,20200614LTLG0,"[1, 0, 6.906976744186046, 1.8837209302325582, 1.5, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 1.2148760330578512, 2.8666666666666667, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 1.7692307692307692, 1.2, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.675, 0.6749999999999999, 2.6666666666666665, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.2439024390243902, 3.3333333333333335, 0.8039215686274509]","[0, 0, 1.8409090909090908, 0.6818181818181819, 13.0, 0.9777777777777777]","[0, 0, 5.4, 1.5333333333333334, 2.0, 5.0]","[0, 1, 1.6875, 0.84375, 5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2772277227722775, 1.3366336633663367, 1.75, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 6.576923076923077, 1.5384615384615385, 1.875, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.5, 2.0, 1.8333333333333333]","[0, 1, 6.75, 1.6875, 1.1428571428571428, 1.0666666666666667]","[0, 1, 2.9189189189189193, 0.8918918918918919, 8, 0.8222222222222223]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
35,2020-06-16,20200616LTWO0,"[0, 0, 6.906976744186046, 1.8837209302325582, 1.5, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 1.2148760330578512, 2.8666666666666667, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.7692307692307692, 1.2, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8837209302325582, 1.1860465116279069, 3.5, 0.7962962962962963]","[0, 1, 1.653061224489796, 0.6122448979591837, 14.0, 1.0208333333333333]","[0, 0, 5.4, 1.5333333333333334, 2.0, 5.0]","[0, 0, 1.6875, 0.84375, 5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2772277227722775, 1.3366336633663367, 1.75, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[1, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.5, 2.0, 1.8333333333333333]","[0, 0, 6.75, 1.6875, 1.1428571428571428, 1.0666666666666667]","[0, 0, 2.9189189189189193, 0.8918918918918919, 8, 0.8222222222222223]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
36,2020-06-17,20200617LTWO0,"[0, 0, 6.906976744186046, 1.8837209302325582, 1.5, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 1.2148760330578512, 2.8666666666666667, 5.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.7692307692307692, 1.2, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7608695652173914, 1.1739130434782608, 3.6666666666666665, 0.8070175438596492]","[0, 1, 1.5576923076923077, 0.6923076923076924, 7.5, 1.0196078431372548]","[0, 0, 5.4, 1.5333333333333334, 2.0, 5.0]","[0, 1, 1.5428571428571427, 0.7714285714285715, 6, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.595744680851063, 1.4680851063829787, 2.0, 1.7407407407407407]","[0, 0, 6.75, 1.6875, 1.1428571428571428, 1.0666666666666667]","[0, 0, 2.9189189189189193, 0.8918918918918919, 8, 0.8222222222222223]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
37,2020-06-18,20200618LTWO0,"[0, 0, 6.906976744186046, 1.8837209302325582, 1.5, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.219512195121952, 1.975609756097561, 1.0909090909090908, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7608695652173914, 1.1739130434782608, 3.6666666666666665, 0.8070175438596492]","[0, 0, 1.5576923076923077, 0.6923076923076924, 7.5, 1.0196078431372548]","[0, 0, 5.4, 1.5333333333333334, 2.0, 5.0]","[0, 0, 1.5428571428571427, 0.7714285714285715, 6, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5625, 1.5, 1.6]","[0, 0, 6.75, 1.6875, 1.1428571428571428, 1.0666666666666667]","[0, 1, 4.378378378378379, 1.054054054054054, 8.0, 0.7708333333333334]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
38,2020-06-19,20200619LTKT0,"[0, 0, 6.906976744186046, 1.8837209302325582, 1.5, 4.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.790697674418606, 1.8837209302325582, 1.1818181818181819, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.204081632653061, 1.3469387755102042, 3.2857142857142856, 0.8166666666666667]","[0, 1, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[1, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 1, 2.25, 1.0, 6.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5625, 1.5, 1.6]","[0, 0, 6.75, 1.6875, 1.1428571428571428, 1.0666666666666667]","[0, 1, 4.846153846153846, 1.1538461538461537, 8.0, 0.7647058823529411]","[0, 0, 8.64, 1.5599999999999998, 0.9, 0.6944444444444445]"
39,2020-06-20,20200620LTKT0,"[1, 0, 7.779661016949153, 1.8813559322033897, 2.1666666666666665, 4.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.1118881118881119, 2.9411764705882355, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.790697674418606, 1.8837209302325582, 1.1818181818181819, 0.8431372549019608]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.627906976744186, 0.7674418604651162, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.204081632653061, 1.3469387755102042, 3.2857142857142856, 0.8166666666666667]","[0, 0, 1.4210526315789473, 0.6842105263157895, 5.333333333333333, 1.0555555555555556]","[0, 0, 5.914285714285715, 1.542857142857143, 2.3846153846153846, 5.0]","[0, 0, 2.25, 1.0, 6.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.5, 1.5, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.370689655172414, 1.5, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.454545454545454, 1.3636363636363635, 2.5, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5625, 1.5, 1.6]","[0, 1, 6.171428571428571, 1.6285714285714286, 1.0, 1.0606060606060606]","[0, 0, 4.846153846153846, 1.1538461538461537, 8.0, 0.7647058823529411]","[0, 1, 10.384615384615385, 1.7307692307692308, 0.75, 0.6666666666666666]"
