,date,game_key,임형원,안인산,라이트,김태경,정구범,이재학,김건태,강동연,홍성민,장현식,임정호,박진우,배재환,홍성무,구창모,최성영,김진호,김태현,소이현,김영규,신민혁,이승헌,루친스키,송명기,전사민,배민서,김진성,원종현,임창민,강윤구
30,2020-06-10,20200610OBNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.2142857142857142, 2.0, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.075, 1.5374999999999999, 1.8, 5.333333333333334]","[0, 0, 5.0625, 1.21875, 1.5714285714285714, 0.8205128205128205]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 1.4285714285714286, 1.0, 1.0]","[0, 0, 2.25, 1.125, 2.0, 0.6153846153846154]","[0, 0, 2.511627906976744, 1.3255813953488371, 1.4, 0.9555555555555556]","[0, 0, 3.0, 1.5833333333333333, 0.9, 0.8571428571428571]","[0, 1, 5.225806451612903, 1.5483870967741935, 1.125, 1.7222222222222223]","[0, 0, 0.5142857142857143, 0.6, 4.222222222222222, 7.0]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.11304347826087, 1.2, 3.8, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.1818181818181819, 3.5, 0.9166666666666666]","[0, 0, 15.0, 2.0, 5, 0.6]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
31,2020-06-11,20200611OBNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6470588235294117, 1.1764705882352942, 1.9375, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.075, 1.5374999999999999, 1.8, 5.333333333333334]","[0, 0, 5.0625, 1.21875, 1.5714285714285714, 0.8205128205128205]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.4285714285714286, 1.0, 1.0]","[0, 1, 1.9285714285714284, 1.0714285714285714, 2.6666666666666665, 0.6666666666666667]","[0, 1, 3.6, 1.4, 1.3333333333333333, 0.9375]","[0, 1, 2.769230769230769, 1.5384615384615385, 1.1, 0.8666666666666667]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.125, 1.7222222222222223]","[0, 0, 0.5142857142857143, 0.6, 4.222222222222222, 7.0]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.11304347826087, 1.2, 3.8, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 3, 1.0]","[0, 1, 3.75, 1.0833333333333333, 4.5, 0.9230769230769231]","[0, 0, 15.0, 2.0, 5, 0.6]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
32,2020-06-12,20200612WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1764705882352942, 1.9375, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.075, 1.5374999999999999, 1.8, 5.333333333333334]","[0, 0, 5.0625, 1.21875, 1.5714285714285714, 0.8205128205128205]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.4285714285714286, 1.0, 1.0]","[0, 1, 1.7419354838709677, 0.9677419354838709, 3.3333333333333335, 0.6888888888888889]","[0, 0, 3.6, 1.4, 1.3333333333333333, 0.9375]","[0, 1, 2.571428571428571, 1.4285714285714286, 1.4, 0.875]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.125, 1.7222222222222223]","[1, 0, 0.6585365853658537, 0.7073170731707317, 4.888888888888889, 6.833333333333333]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.11304347826087, 1.2, 3.8, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 3.4615384615384612, 1.0, 4.5, 0.9285714285714286]","[0, 0, 15.0, 2.0, 5, 0.6]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
33,2020-06-13,20200613WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1764705882352942, 1.9375, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.079207920792079, 1.306930693069307, 1.8181818181818181, 5.611111111111111]","[0, 1, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 1.7419354838709677, 0.9677419354838709, 3.3333333333333335, 0.6888888888888889]","[0, 1, 3.6, 1.5333333333333334, 1.3333333333333333, 0.8823529411764706]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.4, 0.875]","[0, 1, 7.59375, 1.78125, 1.0, 1.5238095238095237]","[0, 0, 0.6585365853658537, 0.7073170731707317, 4.888888888888889, 6.833333333333333]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.11304347826087, 1.2, 3.8, 6.388888888888889]","[0, 1, 81.0, 15.0, 0.5, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 3.4615384615384612, 1.0, 4.5, 0.9285714285714286]","[0, 1, 14.727272727272727, 2.7272727272727275, 1.25, 0.611111111111111]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
34,2020-06-14,20200614WONC0,"[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1764705882352942, 1.9375, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.079207920792079, 1.306930693069307, 1.8181818181818181, 5.611111111111111]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 1.588235294117647, 0.8823529411764706, 3.6666666666666665, 0.7083333333333334]","[0, 0, 3.6, 1.5333333333333334, 1.3333333333333333, 0.8823529411764706]","[0, 1, 3.0, 1.4666666666666666, 1.3636363636363635, 0.8823529411764706]","[0, 0, 7.59375, 1.78125, 1.0, 1.5238095238095237]","[0, 0, 0.6585365853658537, 0.7073170731707317, 4.888888888888889, 6.833333333333333]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.11304347826087, 1.2, 3.8, 6.388888888888889]","[0, 0, 81.0, 15.0, 0.5, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 3.214285714285714, 1.0, 5.0, 0.9333333333333333]","[0, 1, 11.571428571428571, 2.142857142857143, 1.75, 0.6666666666666667]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
35,2020-06-16,20200616NCHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1764705882352942, 1.9375, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.079207920792079, 1.306930693069307, 1.8181818181818181, 5.611111111111111]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 2.25, 1.0833333333333333, 2.75, 0.7058823529411765]","[0, 0, 3.6, 1.5333333333333334, 1.3333333333333333, 0.8823529411764706]","[0, 0, 3.0, 1.4666666666666666, 1.3636363636363635, 0.8823529411764706]","[0, 1, 6.942857142857142, 1.7142857142857144, 1.0, 1.4583333333333333]","[0, 0, 0.6585365853658537, 0.7073170731707317, 4.888888888888889, 6.833333333333333]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.233082706766917, 1.1278195488721805, 3.727272727272727, 6.333333333333334]","[0, 1, 33.75, 5.25, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 3.214285714285714, 1.0, 5.0, 0.9333333333333333]","[0, 1, 8.526315789473683, 1.5789473684210527, 2.25, 0.7916666666666666]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
36,2020-06-17,20200617NCHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.769230769230769, 1.2307692307692308, 1.9444444444444444, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.079207920792079, 1.306930693069307, 1.8181818181818181, 5.611111111111111]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 2.25, 1.0833333333333333, 2.75, 0.7058823529411765]","[0, 1, 5.625, 1.8125, 1.5, 0.8888888888888888]","[0, 1, 2.7551020408163267, 1.3469387755102042, 1.3636363636363635, 0.9074074074074073]","[0, 0, 6.942857142857142, 1.7142857142857144, 1.0, 1.4583333333333333]","[0, 0, 0.6585365853658537, 0.7073170731707317, 4.888888888888889, 6.833333333333333]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.233082706766917, 1.1278195488721805, 3.727272727272727, 6.333333333333334]","[0, 0, 33.75, 5.25, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 3.214285714285714, 1.0, 5.0, 0.9333333333333333]","[0, 0, 8.526315789473683, 1.5789473684210527, 2.25, 0.7916666666666666]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
37,2020-06-19,20200619HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.2307692307692308, 1.9444444444444444, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.079207920792079, 1.306930693069307, 1.8181818181818181, 5.611111111111111]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 2.25, 1.0833333333333333, 2.75, 0.7058823529411765]","[0, 0, 5.625, 1.8125, 1.5, 0.8888888888888888]","[0, 1, 2.5961538461538463, 1.3846153846153848, 1.25, 0.9122807017543859]","[0, 0, 6.942857142857142, 1.7142857142857144, 1.0, 1.4583333333333333]","[1, 0, 0.75, 0.6875, 4.7272727272727275, 6.857142857142857]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.233082706766917, 1.1278195488721805, 3.727272727272727, 6.333333333333334]","[0, 0, 33.75, 5.25, 1.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 3.0, 1.0, 5.0, 0.9375]","[0, 0, 8.526315789473683, 1.5789473684210527, 2.25, 0.7916666666666666]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
38,2020-06-20,20200620HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.2307692307692308, 1.9444444444444444, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.349056603773585, 1.3018867924528301, 2.0, 5.047619047619048]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 2.25, 1.0833333333333333, 2.75, 0.7058823529411765]","[0, 1, 5.294117647058823, 1.7058823529411764, 1.5, 0.8947368421052632]","[0, 0, 2.5961538461538463, 1.3846153846153848, 1.25, 0.9122807017543859]","[0, 1, 7.615384615384615, 1.8461538461538463, 0.9090909090909091, 1.4444444444444444]","[0, 0, 0.75, 0.6875, 4.7272727272727275, 6.857142857142857]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 12.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.233082706766917, 1.1278195488721805, 3.727272727272727, 6.333333333333334]","[0, 1, 27.0, 4.2, 1.3333333333333333, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 0, 3.0, 1.0, 5.0, 0.9375]","[0, 1, 11.368421052631579, 1.8947368421052633, 1.8, 0.7037037037037037]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
39,2020-06-21,20200621HHNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.2307692307692308, 1.9444444444444444, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.349056603773585, 1.3018867924528301, 2.0, 5.047619047619048]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 1, 2.1891891891891895, 1.2162162162162162, 2.2, 0.6851851851851852]","[0, 1, 5.0, 1.6111111111111112, 1.5, 0.9]","[0, 1, 2.4545454545454546, 1.309090909090909, 1.3333333333333333, 0.9166666666666666]","[0, 0, 7.615384615384615, 1.8461538461538463, 0.9090909090909091, 1.4444444444444444]","[0, 0, 0.75, 0.6875, 4.7272727272727275, 6.857142857142857]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[1, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.5, 1.4444444444444444, 14.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.233082706766917, 1.1278195488721805, 3.727272727272727, 6.333333333333334]","[0, 0, 27.0, 4.2, 1.3333333333333333, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 2.8125, 1.0625, 4.0, 0.9411764705882353]","[0, 1, 9.818181818181818, 1.6363636363636365, 2.2, 0.7333333333333333]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
40,2020-06-23,20200623NCKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.2307692307692308, 1.9444444444444444, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.349056603773585, 1.3018867924528301, 2.0, 5.047619047619048]","[0, 0, 6.545454545454546, 1.2727272727272727, 1.375, 0.7857142857142857]","[0, 0, 8.4375, 2.0625, 1.5, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 0.75, 0.9583333333333334]","[0, 0, 2.1891891891891895, 1.2162162162162162, 2.2, 0.6851851851851852]","[0, 0, 5.0, 1.6111111111111112, 1.5, 0.9]","[0, 1, 3.31578947368421, 1.4210526315789473, 1.2307692307692308, 0.9047619047619048]","[0, 0, 7.615384615384615, 1.8461538461538463, 0.9090909090909091, 1.4444444444444444]","[0, 0, 0.75, 0.6875, 4.7272727272727275, 6.857142857142857]","[0, 0, 5.142857142857142, 1.7142857142857142, 1.0, 3.5]","[0, 0, 6.230769230769231, 1.6153846153846154, 1.6666666666666667, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.4444444444444444, 14.0, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5033112582781456, 1.1523178807947019, 3.2666666666666666, 6.291666666666667]","[0, 0, 27.0, 4.2, 1.3333333333333333, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 3, 1.0]","[0, 1, 2.5961538461538463, 0.9807692307692308, 4.333333333333333, 0.9629629629629629]","[0, 0, 9.818181818181818, 1.6363636363636365, 2.2, 0.7333333333333333]","[0, 0, 3.8571428571428568, 1.7142857142857142, 1.6666666666666667, 0.7]"
