,date,game_key,제환유,플렉센,이주엽,조제영,최세창,홍건희,윤명준,이동원,이형범,함덕주,박종기,진재혁,이승진,채지선,이영하,김명신,문대원,최원준,박치국,김민규,박신지,김호준,알칸타라,전창민,이교훈,정현욱,권혁,김승회,장원준,이현승,이용찬,김강률,유희관
42,2020-06-25,20200625OBSK1,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.2195121951219512, 2.1875, 5.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.5, 1.2, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9230769230769231, 8.0, 1.7333333333333332]","[0, 0, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.0377358490566038, 1.0188679245283019, 2.3333333333333335, 1.0392156862745099]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 2.571428571428571, 1.4285714285714286, 5.0, 1.0]","[0, 0, 5.218487394957983, 1.7899159663865547, 1.173913043478261, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 5.760000000000001, 1.44, 3.6666666666666665, 1.3888888888888888]","[0, 0, 3.3230769230769233, 1.4769230769230768, 1.0, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.125, 1.375, 3.8181818181818183, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 1.8, 1.6, 1.6666666666666667, 0.8333333333333334]","[1, 0, 3.6818181818181817, 1.5227272727272727, 0.9375, 5.5]"
43,2020-06-25,20200625OBSK2,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.2195121951219512, 2.1875, 5.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9230769230769231, 8.0, 1.7333333333333332]","[0, 0, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.0377358490566038, 1.0188679245283019, 2.3333333333333335, 1.0392156862745099]","[0, 0, 5.785714285714286, 1.0714285714285714, 2.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 2.571428571428571, 1.4285714285714286, 5.0, 1.0]","[1, 0, 6.230769230769231, 1.869230769230769, 1.2916666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 5.760000000000001, 1.44, 3.6666666666666665, 1.3888888888888888]","[0, 0, 3.3230769230769233, 1.4769230769230768, 1.0, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.125, 1.375, 3.8181818181818183, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 1.5, 1.6666666666666667, 2.0, 0.8571428571428571]","[0, 0, 3.6818181818181817, 1.5227272727272727, 0.9375, 5.5]"
44,2020-06-26,20200626NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.2195121951219512, 2.1875, 5.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.0344827586206897, 9.0, 1.611111111111111]","[0, 0, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.0377358490566038, 1.0188679245283019, 2.3333333333333335, 1.0392156862745099]","[1, 0, 2.53125, 0.84375, 4.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 2.25, 1.25, 6.0, 1.0]","[0, 0, 6.230769230769231, 1.869230769230769, 1.2916666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 5.760000000000001, 1.44, 3.6666666666666665, 1.3888888888888888]","[0, 1, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 1, 10, 10, 0.0, 0.0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.125, 1.375, 3.8181818181818183, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 2.8421052631578947, 2.0526315789473686, 1.4, 0.7916666666666666]","[0, 0, 3.6818181818181817, 1.5227272727272727, 0.9375, 5.5]"
45,2020-06-27,20200627NCOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.2195121951219512, 2.1875, 5.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.0344827586206897, 9.0, 1.611111111111111]","[0, 0, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 1, 2.745762711864407, 1.0677966101694916, 2.6666666666666665, 1.0925925925925926]","[0, 0, 2.53125, 0.84375, 4.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 2.25, 1.25, 6.0, 1.0]","[0, 0, 6.230769230769231, 1.869230769230769, 1.2916666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 5.760000000000001, 1.44, 3.6666666666666665, 1.3888888888888888]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 1, 94.5, 9.0, 0.0, 0.3333333333333333]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6964285714285716, 1.3035714285714286, 4.2727272727272725, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 2.8421052631578947, 2.0526315789473686, 1.4, 0.7916666666666666]","[0, 0, 3.6818181818181817, 1.5227272727272727, 0.9375, 5.5]"
46,2020-06-28,20200628NCOB0,"[0, 0, 0, 0, 0, 0]","[1, 0, 3.25531914893617, 1.2127659574468086, 2.6875, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.0344827586206897, 9.0, 1.611111111111111]","[0, 1, 4.859999999999999, 1.3199999999999998, 4.5, 0.8771929824561404]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.745762711864407, 1.0677966101694916, 2.6666666666666665, 1.0925925925925926]","[0, 0, 2.53125, 0.84375, 4.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 5.0, 1.6666666666666667, 4.333333333333333, 1.0]","[0, 0, 6.230769230769231, 1.869230769230769, 1.2916666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 4.853932584269662, 1.348314606741573, 2.875, 1.5614035087719298]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 0, 94.5, 9.0, 0.0, 0.3333333333333333]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6964285714285716, 1.3035714285714286, 4.2727272727272725, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 2.8421052631578947, 2.0526315789473686, 1.4, 0.7916666666666666]","[0, 0, 3.6818181818181817, 1.5227272727272727, 0.9375, 5.5]"
47,2020-06-30,20200630OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.25531914893617, 1.2127659574468086, 2.6875, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.0344827586206897, 9.0, 1.611111111111111]","[0, 0, 4.859999999999999, 1.3199999999999998, 4.5, 0.8771929824561404]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.745762711864407, 1.0677966101694916, 2.6666666666666665, 1.0925925925925926]","[0, 0, 2.53125, 0.84375, 4.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.0, 1.6666666666666667, 4.333333333333333, 1.0]","[0, 0, 6.230769230769231, 1.869230769230769, 1.2916666666666667, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 4.989130434782608, 1.4021739130434783, 3.0, 1.5333333333333334]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 1, 37.8, 3.5999999999999996, 0.0, 0.5555555555555556]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6964285714285716, 1.3035714285714286, 4.2727272727272725, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 2.8421052631578947, 2.0526315789473686, 1.4, 0.7916666666666666]","[1, 0, 4.661870503597123, 1.7050359712230214, 0.9411764705882353, 5.148148148148149]"
48,2020-07-01,20200701OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.25531914893617, 1.2127659574468086, 2.6875, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.0344827586206897, 9.0, 1.611111111111111]","[0, 1, 4.584905660377358, 1.2452830188679245, 4.5, 0.8833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.745762711864407, 1.0677966101694916, 2.6666666666666665, 1.0925925925925926]","[0, 0, 2.53125, 0.84375, 4.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 4.5, 1.6, 4.333333333333333, 1.0]","[1, 0, 6.287671232876712, 1.8904109589041096, 1.2962962962962963, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 4.989130434782608, 1.4021739130434783, 3.0, 1.5333333333333334]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 0, 37.8, 3.5999999999999996, 0.0, 0.5555555555555556]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6964285714285716, 1.3035714285714286, 4.2727272727272725, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 5.4, 2.25, 1.1666666666666667, 0.7407407407407408]","[0, 0, 4.661870503597123, 1.7050359712230214, 0.9411764705882353, 5.148148148148149]"
49,2020-07-02,20200702OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.25531914893617, 1.2127659574468086, 2.6875, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.0588235294117647, 10.0, 1.619047619047619]","[0, 1, 4.339285714285714, 1.1785714285714286, 4.5, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.745762711864407, 1.0677966101694916, 2.6666666666666665, 1.0925925925925926]","[1, 0, 2.8125, 0.9375, 3.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 4.090909090909091, 1.5454545454545454, 3.25, 1.0]","[0, 0, 6.287671232876712, 1.8904109589041096, 1.2962962962962963, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 4.989130434782608, 1.4021739130434783, 3.0, 1.5333333333333334]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 0, 37.8, 3.5999999999999996, 0.0, 0.5555555555555556]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6964285714285716, 1.3035714285714286, 4.2727272727272725, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 5.4, 2.25, 1.1666666666666667, 0.7407407407407408]","[0, 0, 4.661870503597123, 1.7050359712230214, 0.9411764705882353, 5.148148148148149]"
50,2020-07-03,20200703HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.25531914893617, 1.2127659574468086, 2.6875, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.0588235294117647, 10.0, 1.619047619047619]","[0, 0, 4.339285714285714, 1.1785714285714286, 4.5, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 1, 2.6557377049180326, 1.0819672131147542, 2.5714285714285716, 1.0701754385964912]","[0, 0, 2.8125, 0.9375, 3.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.25, 1.0]","[0, 0, 6.287671232876712, 1.8904109589041096, 1.2962962962962963, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 5.11578947368421, 1.3894736842105262, 3.0, 1.507936507936508]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 0, 37.8, 3.5999999999999996, 0.0, 0.5555555555555556]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6947368421052635, 1.2473684210526315, 4.7272727272727275, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.661870503597123, 1.7050359712230214, 0.9411764705882353, 5.148148148148149]"
51,2020-07-04,20200704HHOB0,"[0, 0, 0, 0, 0, 0]","[1, 0, 3.4615384615384612, 1.25, 2.9411764705882355, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.0588235294117647, 10.0, 1.619047619047619]","[0, 1, 4.790322580645162, 1.2096774193548387, 5.0, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.461538461538462, 2.307692307692308, 0.5, 0.7878787878787878]","[0, 0, 2.6557377049180326, 1.0819672131147542, 2.5714285714285716, 1.0701754385964912]","[0, 0, 2.8125, 0.9375, 3.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 4.090909090909091, 1.5454545454545454, 3.25, 1.0]","[0, 0, 6.287671232876712, 1.8904109589041096, 1.2962962962962963, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 5.0625, 1.40625, 3.0, 1.4545454545454546]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 1, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6947368421052635, 1.2473684210526315, 4.7272727272727275, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[0, 0, 4.661870503597123, 1.7050359712230214, 0.9411764705882353, 5.148148148148149]"
52,2020-07-05,20200705HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.25, 2.9411764705882355, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.2, 1.2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.4210526315789473, 3.6666666666666665, 1.5833333333333333]","[0, 0, 4.790322580645162, 1.2096774193548387, 5.0, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 0.5, 0.7878787878787878]","[0, 1, 2.4923076923076923, 1.1076923076923075, 2.375, 1.0833333333333335]","[0, 0, 2.8125, 0.9375, 3.25, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 3.552631578947368, 1.5, 2.8, 1.0555555555555556]","[0, 0, 6.287671232876712, 1.8904109589041096, 1.2962962962962963, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 5.0625, 1.40625, 3.0, 1.4545454545454546]","[0, 0, 3.2238805970149254, 1.5223880597014927, 0.9375, 1.0634920634920635]","[0, 0, 24.545454545454543, 3.5454545454545454, 2.0, 0.9166666666666666]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6947368421052635, 1.2473684210526315, 4.7272727272727275, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.7142857142857142, 2.0, 0.5384615384615384]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 7.043478260869565, 2.4782608695652173, 1.3333333333333333, 0.7666666666666667]","[1, 0, 4.733766233766234, 1.6753246753246753, 1.1666666666666667, 5.133333333333334]"
