,date,game_key,양선률,킹엄,핀토,오원석,이태양,박종훈,서진용,정영일,문승원,김정빈,조영우,이건욱,박민호,김택형,김주온,이재관,김찬호,김주한,정수민,이원준,김정우,하재훈,백승건,최재성,윤희상,신재웅,김세현,박희수,김태훈
42,2020-06-25,20200625OBSK1,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 3.664285714285714, 1.6500000000000001, 1.0833333333333333, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 3.0, 1.0]","[1, 0, 4.4, 1.3111111111111111, 2.823529411764706, 5.625]","[0, 0, 5.2105263157894735, 1.3157894736842106, 2.3333333333333335, 0.95]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 4.2749999999999995, 1.25, 5.125, 5.714285714285714]","[0, 0, 0.0, 0.8275862068965518, 3.2857142857142856, 1.0175438596491226]","[0, 0, 4.846153846153846, 1.9230769230769231, 1.0, 1.1818181818181819]","[0, 0, 2.907692307692308, 1.2, 1.5, 3.611111111111111]","[0, 0, 2.745762711864407, 1.271186440677966, 1.8571428571428572, 0.9833333333333334]","[0, 1, 16.2, 2.8, 1.4, 0.625]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.096774193548387, 2.129032258064516, 1.1111111111111112, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 1, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 7.0, 1.1111111111111112, 6.5, 1.0]","[0, 0, 4.7368421052631575, 1.2894736842105263, 0.8695652173913043, 5.428571428571429]"
43,2020-06-25,20200625OBSK2,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 3.664285714285714, 1.6500000000000001, 1.0833333333333333, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 3.0, 1.0]","[0, 0, 4.4, 1.3111111111111111, 2.823529411764706, 5.625]","[0, 0, 5.2105263157894735, 1.3157894736842106, 2.3333333333333335, 0.95]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[1, 0, 3.717391304347826, 1.173913043478261, 4.5, 5.75]","[0, 1, 0.0, 0.8360655737704918, 3.4285714285714284, 1.0166666666666666]","[0, 0, 4.846153846153846, 1.9230769230769231, 1.0, 1.1818181818181819]","[0, 0, 2.907692307692308, 1.2, 1.5, 3.611111111111111]","[0, 1, 2.6129032258064515, 1.2096774193548387, 2.0, 0.9841269841269842]","[0, 0, 16.2, 2.8, 1.4, 0.625]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 2.129032258064516, 1.1111111111111112, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 7.0, 1.1111111111111112, 6.5, 1.0]","[0, 0, 4.7368421052631575, 1.2894736842105263, 0.8695652173913043, 5.428571428571429]"
44,2020-06-26,20200626LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 3.664285714285714, 1.6500000000000001, 1.0833333333333333, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 3.0, 1.0]","[0, 0, 4.4, 1.3111111111111111, 2.823529411764706, 5.625]","[0, 0, 5.2105263157894735, 1.3157894736842106, 2.3333333333333335, 0.95]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.717391304347826, 1.173913043478261, 4.5, 5.75]","[0, 1, 0.0, 0.796875, 3.5714285714285716, 1.0158730158730158]","[0, 0, 4.846153846153846, 1.9230769230769231, 1.0, 1.1818181818181819]","[1, 0, 3.417721518987342, 1.3670886075949367, 1.2666666666666666, 3.761904761904762]","[0, 1, 2.4923076923076923, 1.1538461538461537, 2.142857142857143, 0.9848484848484849]","[0, 1, 13.5, 2.6666666666666665, 1.0, 0.6666666666666666]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 2.129032258064516, 1.1111111111111112, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 6.3, 1.2, 7.0, 1.0]","[0, 0, 4.7368421052631575, 1.2894736842105263, 0.8695652173913043, 5.428571428571429]"
45,2020-06-27,20200627LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[1, 0, 4.263157894736842, 1.6973684210526316, 1.1481481481481481, 5.62962962962963]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.7999999999999998, 3.0, 1.1111111111111112]","[0, 0, 4.4, 1.3111111111111111, 2.823529411764706, 5.625]","[0, 1, 5.311475409836065, 1.278688524590164, 2.5555555555555554, 0.9682539682539681]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.717391304347826, 1.173913043478261, 4.5, 5.75]","[0, 0, 0.0, 0.796875, 3.5714285714285716, 1.0158730158730158]","[0, 0, 4.846153846153846, 1.9230769230769231, 1.0, 1.1818181818181819]","[0, 0, 3.417721518987342, 1.3670886075949367, 1.2666666666666666, 3.761904761904762]","[0, 0, 2.4923076923076923, 1.1538461538461537, 2.142857142857143, 0.9848484848484849]","[0, 0, 13.5, 2.6666666666666665, 1.0, 0.6666666666666666]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 2.129032258064516, 1.1111111111111112, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 5.7272727272727275, 1.1818181818181819, 7.0, 1.0]","[0, 0, 4.7368421052631575, 1.2894736842105263, 0.8695652173913043, 5.428571428571429]"
46,2020-06-28,20200628LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.263157894736842, 1.6973684210526316, 1.1481481481481481, 5.62962962962963]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.6, 4.0, 1.25]","[0, 0, 4.4, 1.3111111111111111, 2.823529411764706, 5.625]","[0, 1, 5.571428571428571, 1.380952380952381, 2.4, 0.9545454545454546]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.717391304347826, 1.173913043478261, 4.5, 5.75]","[0, 1, 0.0, 0.923076923076923, 2.7777777777777777, 0.9848484848484849]","[0, 0, 4.846153846153846, 1.9230769230769231, 1.0, 1.1818181818181819]","[0, 0, 3.417721518987342, 1.3670886075949367, 1.2666666666666666, 3.761904761904762]","[0, 0, 2.4923076923076923, 1.1538461538461537, 2.142857142857143, 0.9848484848484849]","[0, 0, 13.5, 2.6666666666666665, 1.0, 0.6666666666666666]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 10.8, 2.6, 0.25, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 2.129032258064516, 1.1111111111111112, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 7.0, 1.0]","[0, 0, 4.7368421052631575, 1.2894736842105263, 0.8695652173913043, 5.428571428571429]"
47,2020-06-30,20200630SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.263157894736842, 1.6973684210526316, 1.1481481481481481, 5.62962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 4.0, 1.25]","[1, 0, 5.8125, 1.4791666666666667, 2.4, 5.333333333333333]","[0, 0, 5.571428571428571, 1.380952380952381, 2.4, 0.9545454545454546]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.717391304347826, 1.173913043478261, 4.5, 5.75]","[0, 0, 0.0, 0.923076923076923, 2.7777777777777777, 0.9848484848484849]","[0, 0, 4.846153846153846, 1.9230769230769231, 1.0, 1.1818181818181819]","[0, 0, 3.417721518987342, 1.3670886075949367, 1.2666666666666666, 3.761904761904762]","[0, 1, 2.417910447761194, 1.119402985074627, 2.2857142857142856, 0.9710144927536232]","[0, 1, 11.571428571428571, 2.4285714285714284, 1.0, 0.7]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.6, 0.25, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 2.129032258064516, 1.1111111111111112, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 7.0, 1.0]","[0, 1, 5.441860465116279, 1.372093023255814, 0.96, 5.375]"
48,2020-07-01,20200701SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.263157894736842, 1.6973684210526316, 1.1481481481481481, 5.62962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 4.0, 1.25]","[0, 0, 5.8125, 1.4791666666666667, 2.4, 5.333333333333333]","[0, 0, 5.571428571428571, 1.380952380952381, 2.4, 0.9545454545454546]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[1, 0, 3.2264150943396226, 1.1320754716981132, 4.333333333333333, 5.888888888888889]","[0, 0, 0.0, 0.923076923076923, 2.7777777777777777, 0.9848484848484849]","[0, 1, 5.4, 2.0, 1.0, 1.25]","[0, 0, 3.417721518987342, 1.3670886075949367, 1.2666666666666666, 3.761904761904762]","[0, 0, 2.417910447761194, 1.119402985074627, 2.2857142857142856, 0.9710144927536232]","[0, 0, 11.571428571428571, 2.4285714285714284, 1.0, 0.7]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.6, 0.25, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.171428571428571, 2.0571428571428574, 1.1111111111111112, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 5.108108108108109, 1.135135135135135, 7.5, 1.027777777777778]","[0, 0, 5.441860465116279, 1.372093023255814, 0.96, 5.375]"
49,2020-07-02,20200702SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.263157894736842, 1.6973684210526316, 1.1481481481481481, 5.62962962962963]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.8333333333333333, 6.0, 1.2]","[0, 0, 5.8125, 1.4791666666666667, 2.4, 5.333333333333333]","[0, 1, 5.318181818181818, 1.3636363636363635, 2.5, 0.9565217391304348]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2264150943396226, 1.1320754716981132, 4.333333333333333, 5.888888888888889]","[0, 1, 0.39705882352941174, 0.9705882352941176, 2.7777777777777777, 0.9855072463768116]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[1, 0, 2.783505154639175, 1.2061855670103092, 1.2222222222222223, 4.041666666666667]","[0, 0, 2.417910447761194, 1.119402985074627, 2.2857142857142856, 0.9710144927536232]","[0, 0, 11.571428571428571, 2.4285714285714284, 1.0, 0.7]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.6, 0.25, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.8947368421052633, 1.2222222222222223, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 5.108108108108109, 1.135135135135135, 7.5, 1.027777777777778]","[0, 0, 5.441860465116279, 1.372093023255814, 0.96, 5.375]"
50,2020-07-03,20200703SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[1, 0, 4.017857142857143, 1.6607142857142858, 1.25, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.65, 6.0, 1.1111111111111112]","[0, 0, 5.8125, 1.4791666666666667, 2.4, 5.333333333333333]","[0, 1, 5.478260869565218, 1.3478260869565217, 2.6, 0.9583333333333334]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2264150943396226, 1.1320754716981132, 4.333333333333333, 5.888888888888889]","[0, 1, 1.1911764705882353, 1.0588235294117647, 2.5, 0.9444444444444445]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 2.783505154639175, 1.2061855670103092, 1.2222222222222223, 4.041666666666667]","[0, 1, 2.3142857142857145, 1.0714285714285714, 2.4285714285714284, 0.9722222222222222]","[0, 0, 11.571428571428571, 2.4285714285714284, 1.0, 0.7]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.8, 2.6, 0.25, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.8947368421052633, 1.2222222222222223, 1.1515151515151514]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 5.108108108108109, 1.135135135135135, 7.5, 1.027777777777778]","[0, 1, 5.7272727272727275, 1.4090909090909092, 0.96, 4.888888888888889]"
51,2020-07-04,20200704SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.017857142857143, 1.6607142857142858, 1.25, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.65, 6.0, 1.1111111111111112]","[0, 0, 5.8125, 1.4791666666666667, 2.4, 5.333333333333333]","[0, 0, 5.478260869565218, 1.3478260869565217, 2.6, 0.9583333333333334]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2264150943396226, 1.1320754716981132, 4.333333333333333, 5.888888888888889]","[0, 0, 1.1911764705882353, 1.0588235294117647, 2.5, 0.9444444444444445]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 2.783505154639175, 1.2061855670103092, 1.2222222222222223, 4.041666666666667]","[0, 0, 2.3142857142857145, 1.0714285714285714, 2.4285714285714284, 0.9722222222222222]","[0, 1, 9.719999999999999, 2.28, 1.0, 0.7575757575757577]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.7272727272727275, 1.7272727272727273, 0.3333333333333333, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.7727272727272727, 1.3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 4.725, 1.125, 8.0, 1.0256410256410258]","[0, 1, 5.684210526315789, 1.4661654135338344, 0.8888888888888888, 4.433333333333334]"
52,2020-07-05,20200705SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.017857142857143, 1.6607142857142858, 1.25, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.65, 6.0, 1.1111111111111112]","[1, 0, 5.639240506329114, 1.4620253164556962, 2.5454545454545454, 5.266666666666667]","[0, 1, 5.4, 1.3714285714285714, 2.6, 0.9333333333333332]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2264150943396226, 1.1320754716981132, 4.333333333333333, 5.888888888888889]","[0, 1, 1.1408450704225352, 1.056338028169014, 2.272727272727273, 0.9466666666666668]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 2.783505154639175, 1.2061855670103092, 1.2222222222222223, 4.041666666666667]","[0, 1, 2.25, 1.0833333333333333, 2.125, 0.96]","[0, 0, 9.719999999999999, 2.28, 1.0, 0.7575757575757577]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.7272727272727273, 0.3333333333333333, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 1.3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 4.725, 1.125, 8.0, 1.0256410256410258]","[0, 0, 5.684210526315789, 1.4661654135338344, 0.8888888888888888, 4.433333333333334]"
