,date,game_key,양선률,킹엄,핀토,오원석,이태양,박종훈,서진용,정영일,문승원,김정빈,조영우,이건욱,박민호,김택형,김주온,이재관,김찬호,김주한,정수민,이원준,김정우,하재훈,백승건,최재성,윤희상,신재웅,김세현,박희수,김태훈
53,2020-07-07,20200707NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.017857142857143, 1.6607142857142858, 1.25, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.5, 6.0, 1.0476190476190477]","[0, 0, 5.639240506329114, 1.4620253164556962, 2.5454545454545454, 5.266666666666667]","[0, 0, 5.4, 1.3714285714285714, 2.6, 0.9333333333333332]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[1, 0, 3.2586206896551726, 1.1724137931034482, 3.7333333333333334, 5.8]","[0, 0, 1.1408450704225352, 1.056338028169014, 2.272727272727273, 0.9466666666666668]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 2.783505154639175, 1.2061855670103092, 1.2222222222222223, 4.041666666666667]","[0, 0, 2.25, 1.0833333333333333, 2.125, 0.96]","[0, 1, 9.642857142857142, 2.142857142857143, 1.125, 0.7777777777777778]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.7272727272727273, 0.3333333333333333, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 1.3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 4.725, 1.125, 8.0, 1.0256410256410258]","[0, 0, 5.684210526315789, 1.4661654135338344, 0.8888888888888888, 4.433333333333334]"
54,2020-07-08,20200708NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.017857142857143, 1.6607142857142858, 1.25, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 6.0, 1.0476190476190477]","[0, 0, 5.639240506329114, 1.4620253164556962, 2.5454545454545454, 5.266666666666667]","[0, 1, 5.178082191780821, 1.315068493150685, 2.7, 0.9358974358974359]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2586206896551726, 1.1724137931034482, 3.7333333333333334, 5.8]","[0, 1, 1.4594594594594597, 1.0945945945945945, 2.0833333333333335, 0.9487179487179488]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[1, 0, 3.190909090909091, 1.390909090909091, 1.2727272727272727, 4.0740740740740735]","[0, 1, 2.16, 1.08, 2.25, 0.9615384615384616]","[0, 1, 8.709677419354838, 2.032258064516129, 1.3333333333333333, 0.7948717948717949]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.7272727272727273, 0.3333333333333333, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 1.3, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 4.725, 1.125, 8.0, 1.0256410256410258]","[0, 0, 5.684210526315789, 1.4661654135338344, 0.8888888888888888, 4.433333333333334]"
55,2020-07-09,20200709NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[1, 0, 4.255434782608696, 1.7119565217391304, 1.121212121212121, 5.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.4799999999999995, 1.68, 6.0, 1.0416666666666667]","[0, 0, 5.639240506329114, 1.4620253164556962, 2.5454545454545454, 5.266666666666667]","[0, 0, 5.178082191780821, 1.315068493150685, 2.7, 0.9358974358974359]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2586206896551726, 1.1724137931034482, 3.7333333333333334, 5.8]","[0, 0, 1.4594594594594597, 1.0945945945945945, 2.0833333333333335, 0.9487179487179488]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 3.190909090909091, 1.390909090909091, 1.2727272727272727, 4.0740740740740735]","[0, 0, 2.16, 1.08, 2.25, 0.9615384615384616]","[0, 0, 8.709677419354838, 2.032258064516129, 1.3333333333333333, 0.7948717948717949]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.7272727272727273, 0.3333333333333333, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.595744680851063, 1.723404255319149, 1.2727272727272727, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 6.27906976744186, 1.4651162790697674, 4.0, 1.023809523809524]","[0, 1, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
56,2020-07-10,20200710SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.255434782608696, 1.7119565217391304, 1.121212121212121, 5.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[0, 0, 5.639240506329114, 1.4620253164556962, 2.5454545454545454, 5.266666666666667]","[0, 0, 5.178082191780821, 1.315068493150685, 2.7, 0.9358974358974359]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2586206896551726, 1.1724137931034482, 3.7333333333333334, 5.8]","[0, 1, 1.4025974025974026, 1.051948051948052, 2.1666666666666665, 0.9506172839506173]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 3.190909090909091, 1.390909090909091, 1.2727272727272727, 4.0740740740740735]","[0, 0, 2.16, 1.08, 2.25, 0.9615384615384616]","[0, 0, 8.709677419354838, 2.032258064516129, 1.3333333333333333, 0.7948717948717949]","[0, 1, 5.225806451612903, 1.7419354838709677, 0.8333333333333334, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.2, 1.8666666666666667, 0.42857142857142855, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.723404255319149, 1.2727272727272727, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 5.74468085106383, 1.4042553191489362, 4.25, 1.0444444444444445]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
57,2020-07-11,20200711SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.255434782608696, 1.7119565217391304, 1.121212121212121, 5.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[1, 0, 5.369318181818182, 1.4318181818181819, 2.6666666666666665, 5.333333333333333]","[0, 1, 4.973684210526316, 1.3026315789473686, 2.7, 0.9382716049382716]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 3.2586206896551726, 1.1724137931034482, 3.7333333333333334, 5.8]","[0, 1, 1.3670886075949367, 1.1772151898734178, 1.6875, 0.9404761904761905]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 3.190909090909091, 1.390909090909091, 1.2727272727272727, 4.0740740740740735]","[0, 0, 2.16, 1.08, 2.25, 0.9615384615384616]","[0, 1, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 0, 5.225806451612903, 1.7419354838709677, 0.8333333333333334, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8666666666666667, 0.42857142857142855, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.723404255319149, 1.2727272727272727, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 1, 9.0, 4.0, 0.0, 0.5]","[0, 0, 5.74468085106383, 1.4042553191489362, 4.25, 1.0444444444444445]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
58,2020-07-13,20200713SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.255434782608696, 1.7119565217391304, 1.121212121212121, 5.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[0, 0, 5.369318181818182, 1.4318181818181819, 2.6666666666666665, 5.333333333333333]","[0, 1, 4.784810126582278, 1.2911392405063291, 2.6363636363636362, 0.9404761904761905]","[0, 0, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[1, 0, 3.1846153846153844, 1.1384615384615384, 3.875, 5.909090909090909]","[0, 0, 1.3670886075949367, 1.1772151898734178, 1.6875, 0.9404761904761905]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[0, 0, 3.190909090909091, 1.390909090909091, 1.2727272727272727, 4.0740740740740735]","[0, 0, 2.16, 1.08, 2.25, 0.9615384615384616]","[0, 0, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 0, 5.225806451612903, 1.7419354838709677, 0.8333333333333334, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8666666666666667, 0.42857142857142855, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.723404255319149, 1.2727272727272727, 1.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 1, 9.0, 3.0, 1.0, 0.6666666666666666]","[0, 1, 5.625, 1.375, 4.5, 1.0]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
59,2020-07-14,20200714SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.255434782608696, 1.7119565217391304, 1.121212121212121, 5.575757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[0, 0, 5.369318181818182, 1.4318181818181819, 2.6666666666666665, 5.333333333333333]","[0, 0, 4.784810126582278, 1.2911392405063291, 2.6363636363636362, 0.9404761904761905]","[0, 1, 7.448275862068965, 1.5517241379310345, 1.75, 0.8055555555555555]","[0, 0, 3.1846153846153844, 1.1384615384615384, 3.875, 5.909090909090909]","[0, 0, 1.3670886075949367, 1.1772151898734178, 1.6875, 0.9404761904761905]","[0, 0, 5.4, 2.0, 1.0, 1.25]","[1, 0, 2.953125, 1.2890625, 1.434782608695652, 4.266666666666667]","[0, 1, 2.131578947368421, 1.0657894736842106, 2.25, 0.9382716049382716]","[0, 0, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 0, 5.225806451612903, 1.7419354838709677, 0.8333333333333334, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8666666666666667, 0.42857142857142855, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.612244897959184, 1.959183673469388, 1.0714285714285714, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 9.0, 3.0, 1.0, 0.6666666666666666]","[0, 0, 5.625, 1.375, 4.5, 1.0]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
60,2020-07-15,20200715SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[1, 0, 4.143564356435643, 1.6782178217821784, 1.1428571428571428, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[0, 0, 5.369318181818182, 1.4318181818181819, 2.6666666666666665, 5.333333333333333]","[0, 0, 4.784810126582278, 1.2911392405063291, 2.6363636363636362, 0.9404761904761905]","[0, 0, 7.448275862068965, 1.5517241379310345, 1.75, 0.8055555555555555]","[0, 0, 3.1846153846153844, 1.1384615384615384, 3.875, 5.909090909090909]","[0, 0, 1.3670886075949367, 1.1772151898734178, 1.6875, 0.9404761904761905]","[0, 1, 6.75, 2.1875, 1.125, 1.2307692307692308]","[0, 0, 2.953125, 1.2890625, 1.434782608695652, 4.266666666666667]","[0, 0, 2.131578947368421, 1.0657894736842106, 2.25, 0.9382716049382716]","[0, 0, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 1, 4.764705882352941, 1.588235294117647, 0.8333333333333334, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8666666666666667, 0.42857142857142855, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.612244897959184, 1.959183673469388, 1.0714285714285714, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 6.75, 2.1, 1.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 9.0, 3.0, 1.0, 0.6666666666666666]","[0, 1, 5.625, 1.4375, 4.5, 0.9411764705882353]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
61,2020-07-16,20200716SKOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.143564356435643, 1.6782178217821784, 1.1428571428571428, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[0, 0, 5.369318181818182, 1.4318181818181819, 2.6666666666666665, 5.333333333333333]","[0, 0, 4.784810126582278, 1.2911392405063291, 2.6363636363636362, 0.9404761904761905]","[0, 1, 7.59375, 1.59375, 2.0, 0.8205128205128205]","[0, 0, 3.1846153846153844, 1.1384615384615384, 3.875, 5.909090909090909]","[0, 0, 1.3670886075949367, 1.1772151898734178, 1.6875, 0.9404761904761905]","[0, 0, 6.75, 2.1875, 1.125, 1.2307692307692308]","[0, 0, 2.953125, 1.2890625, 1.434782608695652, 4.266666666666667]","[0, 0, 2.131578947368421, 1.0657894736842106, 2.25, 0.9382716049382716]","[0, 0, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 1, 4.378378378378379, 1.7027027027027026, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.8666666666666667, 0.42857142857142855, 2.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.612244897959184, 1.959183673469388, 1.0714285714285714, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[1, 0, 7.0, 2.3333333333333335, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 18.0, 3.0, 2.0, 0.5]","[0, 1, 10.125, 2.625, 1.0, 0.6666666666666666]","[0, 0, 5.625, 1.4375, 4.5, 0.9411764705882353]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
62,2020-07-17,20200717WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.143564356435643, 1.6782178217821784, 1.1428571428571428, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[0, 0, 5.369318181818182, 1.4318181818181819, 2.6666666666666665, 5.333333333333333]","[0, 1, 4.725, 1.3125, 2.727272727272727, 0.9195402298850575]","[0, 1, 6.942857142857142, 1.542857142857143, 2.0, 0.8333333333333333]","[0, 0, 3.1846153846153844, 1.1384615384615384, 3.875, 5.909090909090909]","[0, 1, 1.3170731707317074, 1.1707317073170733, 1.7058823529411764, 0.9425287356321839]","[0, 0, 6.75, 2.1875, 1.125, 1.2307692307692308]","[0, 0, 2.953125, 1.2890625, 1.434782608695652, 4.266666666666667]","[0, 1, 2.103896103896104, 1.051948051948052, 2.375, 0.9166666666666667]","[0, 0, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 0, 4.378378378378379, 1.7027027027027026, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.532258064516129, 1.7419354838709677, 0.5, 2.9523809523809526]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.612244897959184, 1.959183673469388, 1.0714285714285714, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 7.0, 2.3333333333333335, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.5, 2.0, 0.6666666666666666]","[0, 1, 7.363636363636363, 1.9090909090909092, 1.0, 0.7333333333333333]","[0, 0, 5.625, 1.4375, 4.5, 0.9411764705882353]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
63,2020-07-18,20200718WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.143564356435643, 1.6782178217821784, 1.1428571428571428, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[1, 0, 5.203125, 1.46875, 2.2, 5.333333333333333]","[0, 1, 4.554216867469879, 1.2650602409638554, 2.909090909090909, 0.9222222222222223]","[0, 0, 6.942857142857142, 1.542857142857143, 2.0, 0.8333333333333333]","[0, 0, 3.1846153846153844, 1.1384615384615384, 3.875, 5.909090909090909]","[0, 0, 1.3170731707317074, 1.1707317073170733, 1.7058823529411764, 0.9425287356321839]","[0, 1, 6.230769230769231, 2.019230769230769, 1.125, 1.238095238095238]","[0, 0, 2.953125, 1.2890625, 1.434782608695652, 4.266666666666667]","[0, 0, 2.103896103896104, 1.051948051948052, 2.375, 0.9166666666666667]","[0, 0, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 0, 4.378378378378379, 1.7027027027027026, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.532258064516129, 1.7419354838709677, 0.5, 2.9523809523809526]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.612244897959184, 1.959183673469388, 1.0714285714285714, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 7.0, 2.3333333333333335, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.5, 2.0, 0.6666666666666666]","[0, 1, 11.571428571428571, 2.357142857142857, 1.0, 0.7777777777777778]","[0, 0, 5.625, 1.4375, 4.5, 0.9411764705882353]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
64,2020-07-19,20200719WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.143564356435643, 1.6782178217821784, 1.1428571428571428, 5.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 8.0, 1.0370370370370372]","[0, 0, 5.203125, 1.46875, 2.2, 5.333333333333333]","[0, 1, 5.023255813953488, 1.2906976744186045, 2.6666666666666665, 0.924731182795699]","[0, 0, 6.942857142857142, 1.542857142857143, 2.0, 0.8333333333333333]","[1, 0, 3.25, 1.1527777777777777, 3.4210526315789473, 6.0]","[0, 0, 1.3170731707317074, 1.1707317073170733, 1.7058823529411764, 0.9425287356321839]","[0, 0, 6.230769230769231, 2.019230769230769, 1.125, 1.238095238095238]","[0, 0, 2.953125, 1.2890625, 1.434782608695652, 4.266666666666667]","[0, 1, 2.0506329113924053, 1.139240506329114, 2.0, 0.9080459770114943]","[0, 0, 9.0, 2.1818181818181817, 1.3333333333333333, 0.7857142857142857]","[0, 0, 4.378378378378379, 1.7027027027027026, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.532258064516129, 1.7419354838709677, 0.5, 2.9523809523809526]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.612244897959184, 1.959183673469388, 1.0714285714285714, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.8947368421052633, 1.5, 0.9047619047619048]","[0, 0, 7.0, 2.3333333333333335, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 2.0, 1.0, 0.75]","[0, 0, 11.571428571428571, 2.357142857142857, 1.0, 0.7777777777777778]","[0, 0, 5.625, 1.4375, 4.5, 0.9411764705882353]","[0, 0, 5.5588235294117645, 1.477941176470588, 0.8571428571428571, 4.121212121212121]"
