,date,game_key,이종민,김동혁,정대현,문성현,양현,윤영삼,김정후,김태훈,한현희,신재영,조상우,조성운,이영준,최원태,박주현,임규빈,차재용,김선기,박승주,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,김상수
43,2020-06-25,20200625WOLG1,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 3.375, 1.1875, 2.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.958904109589041, 0.9863013698630138, 4.0, 1.5208333333333333]","[0, 0, 5.120689655172414, 1.5258620689655173, 2.8, 5.523809523809524]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.675, 0.975, 4.0, 1.2121212121212122]","[0, 0, 2.076923076923077, 0.8076923076923077, 3.0, 1.238095238095238]","[0, 1, 5.625, 1.375, 2.2, 0.8]","[0, 0, 4.335766423357664, 1.1824817518248176, 4.428571428571429, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[1, 0, 5.048780487804878, 1.4634146341463414, 1.5, 5.125]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6758620689655173, 0.993103448275862, 4.25, 6.041666666666667]","[0, 0, 5.4, 1.7142857142857144, 0.8571428571428571, 2.9166666666666665]","[0, 0, 3.0, 2.0, 1.0, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.580645161290324, 2.032258064516129, 2.3333333333333335, 0.7948717948717949]"
44,2020-06-25,20200625WOLG2,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 3.176470588235294, 1.1176470588235294, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 0.9863013698630138, 4.0, 1.5208333333333333]","[1, 0, 4.467625899280575, 1.4460431654676258, 3.0, 5.791666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.627906976744186, 0.9069767441860465, 4.333333333333333, 1.1944444444444444]","[0, 1, 1.8620689655172413, 0.7241379310344828, 3.0, 1.2083333333333333]","[0, 0, 5.625, 1.375, 2.2, 0.8]","[0, 0, 4.335766423357664, 1.1824817518248176, 4.428571428571429, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 5.048780487804878, 1.4634146341463414, 1.5, 5.125]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6758620689655173, 0.993103448275862, 4.25, 6.041666666666667]","[0, 0, 5.4, 1.7142857142857144, 0.8571428571428571, 2.9166666666666665]","[0, 1, 4.5, 2.0, 2.0, 1.0]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.580645161290324, 2.032258064516129, 2.3333333333333335, 0.7948717948717949]"
45,2020-06-26,20200626HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 3.176470588235294, 1.1176470588235294, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 0.9863013698630138, 4.0, 1.5208333333333333]","[0, 0, 4.467625899280575, 1.4460431654676258, 3.0, 5.791666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.627906976744186, 0.9069767441860465, 4.333333333333333, 1.1944444444444444]","[0, 1, 3.6, 0.9, 3.0, 1.1111111111111112]","[0, 0, 5.625, 1.375, 2.2, 0.8]","[0, 0, 4.335766423357664, 1.1824817518248176, 4.428571428571429, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 5.048780487804878, 1.4634146341463414, 1.5, 5.125]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6758620689655173, 0.993103448275862, 4.25, 6.041666666666667]","[1, 0, 4.695652173913043, 1.891304347826087, 0.7777777777777778, 3.066666666666667]","[0, 1, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 9.529411764705882, 1.9411764705882353, 2.5, 0.8095238095238095]"
46,2020-06-27,20200627HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 3.176470588235294, 1.1176470588235294, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 0.9863013698630138, 4.0, 1.5208333333333333]","[0, 0, 4.467625899280575, 1.4460431654676258, 3.0, 5.791666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.5869565217391304, 0.8478260869565217, 5.0, 1.1794871794871795]","[0, 0, 3.6, 0.9, 3.0, 1.1111111111111112]","[0, 0, 5.625, 1.375, 2.2, 0.8]","[0, 0, 4.335766423357664, 1.1824817518248176, 4.428571428571429, 5.708333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 5.048780487804878, 1.4634146341463414, 1.5, 5.125]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.6265060240963856, 0.9397590361445782, 4.444444444444445, 6.148148148148149]","[0, 0, 4.695652173913043, 1.891304347826087, 0.7777777777777778, 3.066666666666667]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 9.529411764705882, 1.9411764705882353, 2.5, 0.8095238095238095]"
47,2020-06-28,20200628HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 3.176470588235294, 1.1176470588235294, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.958904109589041, 0.9863013698630138, 4.0, 1.5208333333333333]","[0, 0, 4.467625899280575, 1.4460431654676258, 3.0, 5.791666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.5510204081632653, 0.8571428571428572, 5.0, 1.1666666666666665]","[0, 0, 3.6, 0.9, 3.0, 1.1111111111111112]","[0, 0, 5.625, 1.375, 2.2, 0.8]","[1, 0, 4.180645161290323, 1.2580645161290323, 3.888888888888889, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[0, 0, 5.048780487804878, 1.4634146341463414, 1.5, 5.125]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6265060240963856, 0.9397590361445782, 4.444444444444445, 6.148148148148149]","[0, 0, 4.695652173913043, 1.891304347826087, 0.7777777777777778, 3.066666666666667]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 8.756756756756758, 1.8648648648648647, 2.8333333333333335, 0.8222222222222223]"
48,2020-06-30,20200630OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 5.0, 1.25]","[0, 0, 3.176470588235294, 1.1176470588235294, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7341772151898733, 0.949367088607595, 4.666666666666667, 1.549019607843137]","[0, 0, 4.467625899280575, 1.4460431654676258, 3.0, 5.791666666666667]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.5510204081632653, 0.8571428571428572, 5.0, 1.1666666666666665]","[0, 1, 3.272727272727273, 0.8181818181818182, 4.0, 1.1]","[0, 0, 5.625, 1.375, 2.2, 0.8]","[0, 0, 4.180645161290323, 1.2580645161290323, 3.888888888888889, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 1.2972972972972971, 5.333333333333333, 0.880952380952381]","[1, 0, 4.891304347826087, 1.4782608695652173, 1.6875, 5.111111111111111]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6265060240963856, 0.9397590361445782, 4.444444444444445, 6.148148148148149]","[0, 0, 4.695652173913043, 1.891304347826087, 0.7777777777777778, 3.066666666666667]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 8.756756756756758, 1.8648648648648647, 2.8333333333333335, 0.8222222222222223]"
49,2020-07-01,20200701OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 5.0, 1.25]","[0, 1, 3.0, 1.1111111111111112, 3.25, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7341772151898733, 0.949367088607595, 4.666666666666667, 1.549019607843137]","[1, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.5510204081632653, 0.8571428571428572, 5.0, 1.1666666666666665]","[0, 1, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 5.625, 1.375, 2.2, 0.8]","[0, 0, 4.180645161290323, 1.2580645161290323, 3.888888888888889, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.3499999999999999, 3.4, 0.888888888888889]","[0, 0, 4.891304347826087, 1.4782608695652173, 1.6875, 5.111111111111111]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6265060240963856, 0.9397590361445782, 4.444444444444445, 6.148148148148149]","[0, 0, 4.695652173913043, 1.891304347826087, 0.7777777777777778, 3.066666666666667]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 8.756756756756758, 1.8648648648648647, 2.8333333333333335, 0.8222222222222223]"
50,2020-07-02,20200702OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8333333333333334, 5.0, 1.2]","[0, 1, 2.8421052631578947, 1.0526315789473684, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6341463414634148, 0.9146341463414634, 4.666666666666667, 1.5185185185185184]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.5192307692307693, 0.8653846153846154, 5.666666666666667, 1.1555555555555554]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 1, 5.294117647058823, 1.2941176470588236, 2.4, 0.8095238095238095]","[0, 0, 4.180645161290323, 1.2580645161290323, 3.888888888888889, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 3.4, 0.888888888888889]","[0, 0, 4.891304347826087, 1.4782608695652173, 1.6875, 5.111111111111111]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6265060240963856, 0.9397590361445782, 4.444444444444445, 6.148148148148149]","[1, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 8.1, 1.7999999999999998, 2.7142857142857144, 0.8333333333333334]"
51,2020-07-03,20200703WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 5.0, 1.2]","[0, 0, 2.8421052631578947, 1.0526315789473684, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 0.9146341463414634, 4.666666666666667, 1.5185185185185184]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 1, 0.4909090909090909, 0.8727272727272728, 6.333333333333333, 1.1458333333333333]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 5.294117647058823, 1.2941176470588236, 2.4, 0.8095238095238095]","[0, 0, 4.180645161290323, 1.2580645161290323, 3.888888888888889, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.3018867924528301, 1.6666666666666667, 1.1777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 3.4, 0.888888888888889]","[0, 0, 4.891304347826087, 1.4782608695652173, 1.6875, 5.111111111111111]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.0, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4210526315789473, 0.8526315789473684, 4.5, 6.333333333333334]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 7.534883720930233, 1.6744186046511627, 2.7142857142857144, 0.8431372549019608]"
52,2020-07-04,20200704WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8333333333333334, 5.0, 1.2]","[0, 0, 2.8421052631578947, 1.0526315789473684, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7613636363636367, 1.0227272727272727, 3.4, 1.543859649122807]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 0, 0.0, 2.0, 0.5, 1.0]","[0, 0, 0.4909090909090909, 0.8727272727272728, 6.333333333333333, 1.1458333333333333]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 1, 5.0, 1.2777777777777777, 2.6, 0.8181818181818182]","[1, 0, 3.6818181818181817, 1.1590909090909092, 3.727272727272727, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.3888888888888888, 1.6666666666666667, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 3.4, 0.888888888888889]","[0, 0, 4.891304347826087, 1.4782608695652173, 1.6875, 5.111111111111111]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 1, 0.0, 0.5, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.8526315789473684, 4.5, 6.333333333333334]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 0, 7.534883720930233, 1.6744186046511627, 2.7142857142857144, 0.8431372549019608]"
53,2020-07-05,20200705WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.3636363636363638, 1.0, 1.222222222222222]","[0, 0, 2.8421052631578947, 1.0526315789473684, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.7613636363636367, 1.0227272727272727, 3.4, 1.543859649122807]","[0, 0, 4.383116883116883, 1.422077922077922, 3.1666666666666665, 5.703703703703704]","[0, 1, 5.4, 2.6999999999999997, 0.5, 0.8333333333333334]","[0, 0, 0.4909090909090909, 0.8727272727272728, 6.333333333333333, 1.1458333333333333]","[0, 0, 3.75, 1.0, 2.6666666666666665, 1.0909090909090908]","[0, 0, 5.0, 1.2777777777777777, 2.6, 0.8181818181818182]","[0, 0, 3.6818181818181817, 1.1590909090909092, 3.727272727272727, 5.866666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.7368421052631575, 1.4210526315789473, 1.8333333333333333, 1.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.3499999999999999, 3.4, 0.888888888888889]","[1, 0, 4.5, 1.4038461538461537, 2.0, 5.2]","[0, 0, 8.217391304347826, 1.3043478260869565, 1.5, 0.9583333333333334]","[0, 0, 0.0, 0.5, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.8526315789473684, 4.5, 6.333333333333334]","[0, 0, 6.872727272727272, 1.9636363636363638, 0.6153846153846154, 3.0555555555555554]","[0, 0, 5.785714285714286, 2.142857142857143, 2.0, 0.9333333333333333]","[0, 0, 10.384615384615385, 2.076923076923077, 6, 0.48148148148148145]","[0, 1, 7.2, 1.8, 2.5, 0.8333333333333334]"
